date,month,year,co2mass,gasprice,coalprice,load,costratio
7/13/2012,7,2012,5.90444816,3.01739,2.5885079,8.45904,0.85786322
7/14/2012,7,2012,5.645968897,3.01739,2.5885079,8.063412,0.85786322
7/15/2012,7,2012,5.763576101,3.01739,2.5885079,8.228243,0.85786322
7/16/2012,7,2012,6.556399584,3.1072049,2.5885079,9.222065,0.833066368
7/17/2012,7,2012,6.821654109,2.935513,2.5885079,9.524239,0.881790644
7/18/2012,7,2012,6.836404132,2.9380801,2.5885079,9.403031,0.881020194
7/19/2012,7,2012,6.420353036,3.0247879,2.5885079,8.958602,0.855765093
7/20/2012,7,2012,5.932160648,3.073802,2.5885079,8.414039,0.842119271
7/21/2012,7,2012,5.473267976,3.073802,2.5885079,7.8311925,0.842119271
7/22/2012,7,2012,5.711187188,3.073802,2.5885079,8.0293625,0.842119271
7/23/2012,7,2012,6.642439062,3.1201179,2.5885079,9.270772,0.829618618
7/24/2012,7,2012,6.689234447,3.2205369,2.5885079,9.340672,0.803750424
7/25/2012,7,2012,6.532666757,3.247375,2.5885079,9.244658,0.797107787
7/26/2012,7,2012,6.707263531,3.220345,2.5885079,9.370641,0.80379832
7/27/2012,7,2012,6.442573377,3.1244121,2.5885079,8.933701,0.828478388
7/28/2012,7,2012,5.873633321,3.1244121,2.5885079,8.222207,0.828478388
7/29/2012,7,2012,5.725376166,3.1244121,2.5885079,7.9943785,0.828478388
7/30/2012,7,2012,6.333219747,3.2070651,2.5885079,8.914835,0.807126709
7/31/2012,7,2012,6.279003689,3.281455,2.5885079,8.894627,0.788829315
8/1/2012,8,2012,6.34054292,3.2812541,2.5270116,9.324576,0.770135906
8/2/2012,8,2012,6.499919689,3.233496,2.5270116,9.539006,0.781510662
8/3/2012,8,2012,6.509607044,2.97561,2.5270116,9.526154,0.849241534
8/4/2012,8,2012,6.124699705,2.97561,2.5270116,8.969528,0.849241534
8/5/2012,8,2012,5.760348744,2.97561,2.5270116,8.452121,0.849241534
8/6/2012,8,2012,6.076015574,2.982115,2.5270116,8.967312,0.847389051
8/7/2012,8,2012,6.159039823,3.068723,2.5270116,9.091414,0.823473347
8/8/2012,8,2012,6.303335493,3.0491829,2.5270116,9.233388,0.828750417
8/9/2012,8,2012,6.049181772,2.9791451,2.5270116,8.973627,0.84823381
8/10/2012,8,2012,5.503204972,2.9085701,2.5270116,8.388397,0.86881578
8/11/2012,8,2012,4.998413778,2.9085701,2.5270116,7.6309575,0.86881578
8/12/2012,8,2012,4.958151798,2.9085701,2.5270116,7.4999725,0.86881578
8/13/2012,8,2012,5.560630762,2.8695381,2.5270116,8.283445,0.880633577
8/14/2012,8,2012,5.602696131,2.873096,2.5270116,8.408928,0.879543043
8/15/2012,8,2012,5.731533285,2.883394,2.5270116,8.613561,0.876401768
8/16/2012,8,2012,5.649833967,2.8494921,2.5270116,8.603787,0.886828779
8/17/2012,8,2012,5.460725175,2.7372761,2.5270116,8.1658195,0.923184768
8/18/2012,8,2012,4.835488023,2.7372761,2.5270116,7.296699,0.923184768
8/19/2012,8,2012,4.551253554,2.7372761,2.5270116,6.974072,0.923184768
8/20/2012,8,2012,5.148177716,2.7834189,2.5270116,7.7979015,0.907880449
8/21/2012,8,2012,5.186691953,2.8169899,2.5270116,7.905996,0.897060937
8/22/2012,8,2012,5.267380463,2.8201561,2.5270116,8.0674665,0.896053804
8/23/2012,8,2012,5.445829561,2.8430071,2.5270116,8.396115,0.888851667
8/24/2012,8,2012,5.536282629,2.8078859,2.5270116,8.464608,0.899969475
8/25/2012,8,2012,5.17182916,2.8078859,2.5270116,7.8310815,0.899969475
8/26/2012,8,2012,5.164129995,2.8078859,2.5270116,7.7256245,0.899969475
8/27/2012,8,2012,5.798230679,2.8154891,2.5270116,8.626221,0.897539117
8/28/2012,8,2012,5.78703361,2.757576,2.5270116,8.647271,0.916388741
8/29/2012,8,2012,5.596985374,2.722887,2.5270116,8.415169,0.928063339
8/30/2012,8,2012,5.579347979,2.8006001,2.5270116,8.454997,0.902310758
8/31/2012,8,2012,5.823987856,2.735949,2.5270116,8.711103,0.923632568
9/1/2012,9,2012,5.380650023,2.735949,2.5458148,8.47274,0.93050521
9/2/2012,9,2012,5.08368879,2.735949,2.5458148,8.0800625,0.93050521
9/3/2012,9,2012,5.26880455,2.735949,2.5458148,8.3106665,0.93050521
9/4/2012,9,2012,5.870181762,2.881269,2.5458148,9.209283,0.883574147
9/5/2012,9,2012,5.881471825,2.9418869,2.5458148,9.204585,0.865368006
9/6/2012,9,2012,5.774675754,2.919064,2.5458148,9.000836,0.872133944
9/7/2012,9,2012,5.532852987,2.712503,2.5458148,8.855839,0.938548197
9/8/2012,9,2012,4.602102236,2.712503,2.5458148,7.6576525,0.938548197
9/9/2012,9,2012,4.154439073,2.712503,2.5458148,6.9384865,0.938548197
9/10/2012,9,2012,4.489215209,2.7142251,2.5458148,7.576261,0.937952714
9/11/2012,9,2012,4.50942551,2.9215479,2.5458148,7.742427,0.871392456
9/12/2012,9,2012,4.722424152,3.009872,2.5458148,7.901567,0.845821616
9/13/2012,9,2012,4.745729981,3.019949,2.5458148,7.8073395,0.842999269
9/14/2012,9,2012,4.603738164,2.9016459,2.5458148,7.604059,0.87736922
9/15/2012,9,2012,4.160997466,2.9016459,2.5458148,6.95219,0.87736922
9/16/2012,9,2012,4.087002186,2.9016459,2.5458148,6.776342,0.87736922
9/17/2012,9,2012,4.585455066,2.865,2.5458148,7.5039195,0.888591553
9/18/2012,9,2012,4.511973766,2.8495581,2.5458148,7.4944905,0.893406876
9/19/2012,9,2012,4.161745081,2.849436,2.5458148,7.2180355,0.893445159
9/20/2012,9,2012,4.308583506,2.8488629,2.5458148,7.2368445,0.893624892
9/21/2012,9,2012,4.351072835,2.8032551,2.5458148,7.2838065,0.908163799
9/22/2012,9,2012,4.024646642,2.8032551,2.5458148,6.846674,0.908163799
9/23/2012,9,2012,3.871089792,2.8032551,2.5458148,6.476927,0.908163799
9/24/2012,9,2012,4.094869861,2.8747599,2.5458148,7.061908,0.885574757
9/25/2012,9,2012,4.325815494,2.8975699,2.5458148,7.277302,0.878603412
9/26/2012,9,2012,4.527557707,2.9736519,2.5458148,7.50064,0.856124014
9/27/2012,9,2012,4.591589375,3.0477259,2.5458148,7.5674695,0.835316194
9/28/2012,9,2012,4.495574269,3.090138,2.5458148,7.417595,0.823851491
9/29/2012,9,2012,3.9675657,3.090138,2.5458148,6.681932,0.823851491
9/30/2012,9,2012,3.797427789,3.090138,2.5458148,6.430045,0.823851491
10/1/2012,10,2012,4.120842777,3.2106349,2.5098171,6.812246,0.781719871
10/2/2012,10,2012,4.276746724,3.219317,2.5098171,6.9904735,0.779611669
10/3/2012,10,2012,4.33893176,3.2548079,2.5098171,7.130435,0.77111067
10/4/2012,10,2012,4.293748542,3.3227999,2.5098171,7.1872555,0.755332002
10/5/2012,10,2012,4.197549076,3.312835,2.5098171,6.998836,0.757604016
10/6/2012,10,2012,3.858278706,3.312835,2.5098171,6.406883,0.757604016
10/7/2012,10,2012,3.693816774,3.312835,2.5098171,6.1452255,0.757604016
10/8/2012,10,2012,3.956865696,3.219646,2.5098171,6.793463,0.779532004
10/9/2012,10,2012,4.012027061,3.2543581,2.5098171,6.8299275,0.771217249
10/10/2012,10,2012,4.085291627,3.311512,2.5098171,6.8242495,0.75790669
10/11/2012,10,2012,4.055231474,3.3706059,2.5098171,6.8597775,0.744618972
10/12/2012,10,2012,4.03483395,3.3938119,2.5098171,6.765599,0.739527462
10/13/2012,10,2012,3.779380255,3.3938119,2.5098171,6.3453115,0.739527462
10/14/2012,10,2012,3.684937821,3.3938119,2.5098171,6.1966015,0.739527462
10/15/2012,10,2012,4.238750265,3.387234,2.5098171,6.820103,0.7409636
10/16/2012,10,2012,4.176669632,3.3442259,2.5098171,6.762355,0.750492692
10/17/2012,10,2012,4.104449435,3.332938,2.5098171,6.7650335,0.75303444
10/18/2012,10,2012,4.117526924,3.3808739,2.5098171,6.784149,0.742357501
10/19/2012,10,2012,4.126730797,3.434916,2.5098171,6.714384,0.730677868
10/20/2012,10,2012,3.836448953,3.434916,2.5098171,6.150651,0.730677868
10/21/2012,10,2012,3.664281664,3.434916,2.5098171,6.0380135,0.730677868
10/22/2012,10,2012,4.223102193,3.4946561,2.5098171,6.77834,0.718187149
10/23/2012,10,2012,4.283279158,3.3775549,2.5098171,6.844278,0.743086989
10/24/2012,10,2012,4.311286134,3.5163629,2.5098171,6.9345245,0.71375372
10/25/2012,10,2012,4.171950451,3.4913371,2.5098171,6.881448,0.718869885
10/26/2012,10,2012,4.150028154,3.4343469,2.5098171,6.6777735,0.730798948
10/27/2012,10,2012,3.92808177,3.4343469,2.5098171,6.182265,0.730798948
10/28/2012,10,2012,3.815554825,3.4343469,2.5098171,6.1430225,0.730798948
10/29/2012,10,2012,4.193342743,3.528966,2.5098171,6.787461,0.71120467
10/30/2012,10,2012,4.291109945,3.5500481,2.5098171,6.758881,0.706981153
10/31/2012,10,2012,4.32395661,3.6386659,2.5098171,6.7625525,0.689762998
11/1/2012,11,2012,4.341745597,3.6154611,2.4791052,6.707825,0.685695443
11/2/2012,11,2012,4.309678364,3.5094049,2.4791052,6.6434965,0.706417547
11/3/2012,11,2012,4.167369408,3.5094049,2.4791052,6.2717135,0.706417547
11/4/2012,11,2012,4.051694401,3.5094049,2.4791052,6.166484,0.706417547
11/5/2012,11,2012,4.514702035,3.563766,2.4791052,6.88658,0.69564197
11/6/2012,11,2012,4.561923107,3.8441379,2.4791052,7.0204205,0.644905377
11/7/2012,11,2012,4.676147521,3.9265771,2.4791052,7.0532805,0.631365471
11/8/2012,11,2012,4.578745944,3.6808729,2.4791052,7.055204,0.673510134
11/9/2012,11,2012,4.418330313,3.497159,2.4791052,6.871247,0.708891189
11/10/2012,11,2012,3.860008684,3.497159,2.4791052,6.229535,0.708891189
11/11/2012,11,2012,3.731554389,3.497159,2.4791052,6.010154,0.708891189
11/12/2012,11,2012,4.291201749,3.677629,2.4791052,6.735158,0.674104212
11/13/2012,11,2012,4.616921582,3.990943,2.4791052,7.1146575,0.621182813
11/14/2012,11,2012,4.723065226,3.987628,2.4791052,7.2507705,0.621699216
11/15/2012,11,2012,4.749998543,3.914078,2.4791052,7.238024,0.633381655
11/16/2012,11,2012,4.646792754,3.738853,2.4791052,7.0569965,0.663065705
11/17/2012,11,2012,4.256780203,3.738853,2.4791052,6.608189,0.663065705
11/18/2012,11,2012,4.100020666,3.738853,2.4791052,6.382863,0.663065705
11/19/2012,11,2012,4.509055503,3.924516,2.4791052,6.8716,0.631697055
11/20/2012,11,2012,4.521774315,3.8977549,2.4791052,6.792513,0.636034144
11/21/2012,11,2012,4.316228277,3.898385,2.4791052,6.7266075,0.635931341
11/22/2012,11,2012,3.656107275,3.898385,2.4791052,5.9606795,0.635931341
11/23/2012,11,2012,3.92988953,3.898385,2.4791052,6.2212385,0.635931341
11/24/2012,11,2012,4.330511335,3.898385,2.4791052,6.5876815,0.635931341
11/25/2012,11,2012,4.533348875,3.898385,2.4791052,6.778152,0.635931341
11/26/2012,11,2012,4.867474508,4.459765,2.4791052,7.2572155,0.555882474
11/27/2012,11,2012,4.971582831,4.4812779,2.4791052,7.383545,0.553213895
11/28/2012,11,2012,4.95104946,4.3386502,2.4791052,7.4535285,0.57140011
11/29/2012,11,2012,4.944537864,4.1873569,2.4791052,7.4999445,0.592045354
11/30/2012,11,2012,4.750700216,3.8981161,2.4791052,7.178798,0.635975209
12/1/2012,12,2012,4.290220375,3.8981161,2.492398,6.363201,0.639385266
12/2/2012,12,2012,4.067810285,3.8981161,2.492398,6.0931415,0.639385266
12/3/2012,12,2012,4.166574756,3.7833271,2.492398,6.493206,0.658784698
12/4/2012,12,2012,4.280597479,3.761198,2.492398,6.536606,0.662660674
12/5/2012,12,2012,4.267216734,3.850281,2.492398,6.6941175,0.647328857
12/6/2012,12,2012,4.500330528,3.7270379,2.492398,6.9487885,0.668734278
12/7/2012,12,2012,4.501891161,3.6134181,2.492398,6.8033035,0.689761863
12/8/2012,12,2012,4.158880676,3.6134181,2.492398,6.283542,0.689761863
12/9/2012,12,2012,4.002198731,3.6134181,2.492398,6.2714485,0.689761863
12/10/2012,12,2012,4.574047562,3.6913149,2.492398,6.993194,0.675206009
12/11/2012,12,2012,4.815659934,3.666975,2.492398,7.320362,0.679687754
12/12/2012,12,2012,4.767398633,3.5687349,2.492398,7.4845655,0.698398191
12/13/2012,12,2012,4.800164742,3.4360781,2.492398,7.426437,0.725361277
12/14/2012,12,2012,4.642788648,3.3176651,2.492398,7.2531745,0.751250631
12/15/2012,12,2012,4.221544442,3.3176651,2.492398,6.599435,0.751250631
12/16/2012,12,2012,4.082720812,3.3176651,2.492398,6.2794275,0.751250631
12/17/2012,12,2012,4.547326765,3.3373899,2.492398,6.868246,0.746810554
12/18/2012,12,2012,4.51731636,3.416821,2.492398,6.9851635,0.729449392
12/19/2012,12,2012,4.539274168,3.3698039,2.492398,7.075244,0.739627015
12/20/2012,12,2012,4.479999102,3.4678741,2.492398,7.2095265,0.718710636
12/21/2012,12,2012,4.814343891,3.5785241,2.492398,7.4847965,0.696487694
12/22/2012,12,2012,4.63382625,3.5785241,2.492398,7.1427985,0.696487694
12/23/2012,12,2012,4.494290773,3.5785241,2.492398,6.828655,0.696487694
12/24/2012,12,2012,4.326754225,3.4505939,2.492398,6.602587,0.722309861
12/25/2012,12,2012,4.110233719,3.4505939,2.492398,6.318964,0.722309861
12/26/2012,12,2012,4.733015389,3.572593,2.492398,7.2712245,0.69764398
12/27/2012,12,2012,4.949087288,3.772429,2.492398,7.532901,0.660687849
12/28/2012,12,2012,4.87683287,4.4547372,2.492398,7.4105095,0.559493835
12/29/2012,12,2012,4.726969534,4.4547372,2.492398,7.1505205,0.559493835
12/30/2012,12,2012,4.663729199,4.4547372,2.492398,7.2116715,0.559493835
12/31/2012,12,2012,4.724451618,4.9975648,2.492398,7.2469105,0.498722498
