"","date","intercn","CO2MASS","coal_price","gasprice","meant","load","nonFossil","so2price","netNSflow","CR","carbontax","predicted_values"
"1015","10/11/2008","EAST",4.538595926,3.4526889,5.885509,63.735653,6517407.5,65557704,151.39999,1993980.8,0.586642361773638,15.8015069364543,4.49845082358361
"1016","10/12/2008","EAST",4.45114387,3.4526889,5.885509,65.296989,6429879,65557704,151.39999,1993980.8,0.586642361773638,15.8015069364543,4.4431623805242
"1017","10/13/2008","EAST",5.027361669,3.4526889,6.1307602,66.30481,7182659.5,65557704,151.39999,1993980.8,0.563174677750404,13.6396963523672,5.02684879103657
"1018","10/14/2008","EAST",5.07058229,3.4526889,6.3140469,64.499641,7226980.5,65557704,151.39999,1993980.8,0.546826616064572,12.1815176425554,5.06232426442002
"1019","10/15/2008","EAST",5.068519298,3.4526889,6.3358579,63.543701,7220997.5,65557704,151.39999,1993980.8,0.544944181907868,12.0160480058091,5.05357988227973
"1020","10/16/2008","EAST",4.979951716,3.4526889,6.3972478,61.882336,7068897,65557704,151.39999,1993980.8,0.539714734827061,11.5589598860207,4.93492843572156
"1021","10/17/2008","EAST",4.804208929,3.4526889,6.3401499,56.967422,6760763,65557704,151.39999,1993980.8,0.544575278890488,11.983678782894,4.67127791464769
"1022","10/18/2008","EAST",4.278344983,3.4526889,6.3401499,53.057426,6175464,65557704,151.39999,1993980.8,0.544575278890488,11.983678782894,4.21236098988043
"1023","10/19/2008","EAST",4.193781022,3.4526889,6.3401499,51.064026,6082080,65557704,151.39999,1993980.8,0.544575278890488,11.983678782894,4.13062770871111
"1024","10/20/2008","EAST",4.786511548,3.4526889,6.8072782,51.896347,6863238.5,65557704,151.39999,1993980.8,0.507205493672934,8.80027699965162,4.75098414258034
"1025","10/21/2008","EAST",4.837195912,3.4526889,6.6920772,52.348209,6917127,65557704,151.39999,1993980.8,0.515936800609533,9.52749991719424,4.78514261248377
"1026","10/22/2008","EAST",4.838052957,3.4526889,6.8671131,50.791473,6966609,65557704,151.39999,1993980.8,0.50278608342711,8.43591483536479,4.82537406874878
"1027","10/23/2008","EAST",4.916793207,3.4526889,6.5806808,49.63625,7002590,65557704,151.39999,1993980.8,0.524670471784621,10.2648680540652,4.82336592591018
"1028","10/24/2008","EAST",4.867809043,3.4526889,6.0565162,50.20013,6872845,65557704,151.39999,1993980.8,0.570078372778067,14.2671022884144,4.69110320708378
"1029","10/25/2008","EAST",4.393685741,3.4526889,6.0565162,53.115356,6312171,65557704,151.39999,1993980.8,0.570078372778067,14.2671022884144,4.29289825628442
"1030","10/26/2008","EAST",4.23282364,3.4526889,6.0565162,53.550827,6115044,65557704,151.39999,1993980.8,0.570078372778067,14.2671022884144,4.14922926067106
"1031","10/27/2008","EAST",4.929502781,3.4526889,6.2180119,50.130642,7000721,65557704,151.39999,1993980.8,0.555272160222144,12.930048817844,4.79777238782384
"1032","10/28/2008","EAST",5.122223804,3.4526889,6.4197502,43.76825,7305020,65557704,151.39999,1993980.8,0.537822935851928,11.3945358754855,4.99935299606392
"1033","10/29/2008","EAST",5.109256566,3.4526889,6.5549121,42.628448,7334287.5,65557704,151.39999,1993980.8,0.526733058708751,10.4404831442231,5.02416676954268
"1034","10/30/2008","EAST",5.011691062,3.4526889,6.4567289,44.829628,7190378,65557704,151.39999,1993980.8,0.534742739469827,11.127873962826,4.92360512816326
"1035","10/31/2008","EAST",4.850967647,3.4526889,5.8082199,50.275467,6861810.5,65557704,151.39999,1993980.8,0.594448722576774,16.5392466422084,4.66470172919561
"1036","11/1/2008","EAST",4.376076789,3.2484152,5.8082199,53.920334,6124545,65488104,170.9091,1652304.4,0.559278962561318,13.2887321975784,4.14890343127074
"1037","11/2/2008","EAST",4.261456848,3.2484152,5.8082199,52.807079,6020132,65488104,170.9091,1652304.4,0.559278962561318,13.2887321975784,4.06445173941895
"1038","11/3/2008","EAST",4.752959737,3.2484152,5.9273162,55.196793,6697912.5,65488104,170.9091,1652304.4,0.54804148967116,12.2885712383462,4.5915482309943
"1039","11/4/2008","EAST",4.763172708,3.2484152,6.3317871,57.467949,6657352.5,65488104,170.9091,1652304.4,0.513032916094099,9.2845442108056,4.60597162213501
"1040","11/5/2008","EAST",4.750532471,3.2484152,6.5201449,58.596928,6644403,65488104,170.9091,1652304.4,0.498212117954618,8.06141203269577,4.61754169590006
"1041","11/6/2008","EAST",4.778090781,3.2484152,6.7095399,58.491955,6658189.5,65488104,170.9091,1652304.4,0.484148726800179,6.92623097445686,4.64137204728996
"1042","11/7/2008","EAST",4.738818893,3.2484152,6.3103099,55.979523,6571323,65488104,170.9091,1652304.4,0.514779028522831,9.43050260704668,4.53122295001543
"1043","11/8/2008","EAST",4.44410188,3.2484152,6.3103099,51.871742,6216406.5,65488104,170.9091,1652304.4,0.514779028522831,9.43050260704668,4.24214627269423
"1044","11/9/2008","EAST",4.553440744,3.2484152,6.3103099,46.27142,6262210,65488104,170.9091,1652304.4,0.514779028522831,9.43050260704668,4.24134492461703
"1045","11/10/2008","EAST",5.144589639,3.2484152,7.0354538,42.662109,7099419,65488104,170.9091,1652304.4,0.461720777698803,5.16517297061956,4.89511871810202
"1046","11/11/2008","EAST",5.209328989,3.2484152,6.8588738,42.215328,7183152.5,65488104,170.9091,1652304.4,0.473607664278646,6.09113141518214,4.94123560881937
"1047","11/12/2008","EAST",5.127636944,3.2484152,6.347229,45.939667,7043422,65488104,170.9091,1652304.4,0.511784780413626,9.18045411788754,4.82214585949265
"1048","11/13/2008","EAST",4.992496972,3.2484152,5.9981451,50.331875,6962126.5,65488104,170.9091,1652304.4,0.54156995968637,11.7206845526069,4.76282578183091
"1049","11/14/2008","EAST",4.803881849,3.2484152,6.043056,54.268364,6746233.5,65488104,170.9091,1652304.4,0.537545109626652,11.370430300771,4.63036316876355
"1050","11/15/2008","EAST",4.582734328,3.2484152,6.043056,53.395893,6437696,65488104,170.9091,1652304.4,0.537545109626652,11.370430300771,4.39583630408336
"1051","11/16/2008","EAST",4.674948272,3.2484152,6.043056,45.07943,6521943,65488104,170.9091,1652304.4,0.537545109626652,11.370430300771,4.40669703658699
"1052","11/17/2008","EAST",5.259239724,3.2484152,6.6393952,39.928143,7357419,65488104,170.9091,1652304.4,0.489263720888312,7.33629248597495,5.0399104749491
"1053","11/18/2008","EAST",5.464034376,3.2484152,6.8713698,36.168186,7695627,65488104,170.9091,1652304.4,0.472746380205007,6.02348294045427,5.28512157055013
"1054","11/19/2008","EAST",5.565785109,3.2484152,6.9127851,33.91774,7867111.5,65488104,170.9091,1652304.4,0.469914101625986,5.80164213823607,5.40158276151089
"1055","11/20/2008","EAST",5.417806564,3.2484152,6.9643269,36.823143,7638150.5,65488104,170.9091,1652304.4,0.466436347208228,5.53053111133008,5.25350589904131
"1056","11/21/2008","EAST",5.58316116,3.2484152,6.7019768,33.367126,7802266.5,65488104,170.9091,1652304.4,0.484695082800048,6.96987958566085,5.33415320925122
"1057","11/22/2008","EAST",5.44083096,3.2484152,6.7019768,30.001661,7589162,65488104,170.9091,1652304.4,0.484695082800048,6.96987958566085,5.15499289808279
"1058","11/23/2008","EAST",5.056258247,3.2484152,6.7019768,33.535748,7005588,65488104,170.9091,1652304.4,0.484695082800048,6.96987958566085,4.7436305806026
"1059","11/24/2008","EAST",5.257454443,3.2484152,6.8991871,38.913609,7376063.5,65488104,170.9091,1652304.4,0.470840282038445,5.87408216464377,5.06698918665809
"1060","11/25/2008","EAST",5.291300995,3.2484152,6.5726409,40.455524,7359002,65488104,170.9091,1652304.4,0.494232873729645,7.73773461758596,5.03934314536456
"1061","11/26/2008","EAST",5.320792262,3.2484152,6.5716319,39.076229,7390620,65488104,170.9091,1652304.4,0.494308757616202,7.74388869286699,5.05417114804716
"1062","11/27/2008","EAST",4.498996396,3.2484152,6.5716319,39.634434,6386889.5,65488104,170.9091,1652304.4,0.494308757616202,7.74388869286699,4.31232450222636
"1063","11/28/2008","EAST",4.533915929,3.2484152,6.5716319,42.048397,6349255,65488104,170.9091,1652304.4,0.494308757616202,7.74388869286699,4.29938475074091
"1064","11/29/2008","EAST",4.592485668,3.2484152,6.5716319,41.571625,6402119,65488104,170.9091,1652304.4,0.494308757616202,7.74388869286699,4.33567502995172
"1065","11/30/2008","EAST",4.645579939,3.2484152,6.5716319,40.617863,6607101.5,65488104,170.9091,1652304.4,0.494308757616202,7.74388869286699,4.48195531240569
"1066","12/1/2008","EAST",5.300286722,3.2520924,6.5450048,40.232815,7402749.5,77456384,170.56821,1976065.3,0.496881591286228,7.95296539717676,5.17285081804954
"1067","12/2/2008","EAST",5.55616247,3.2520924,6.6969862,36.174889,7733322.5,77456384,170.56821,1976065.3,0.485605360811405,7.04268256741472,5.40452347829268
"1068","12/3/2008","EAST",5.57690919,3.2520924,6.5172892,35.97612,7744143,77456384,170.56821,1976065.3,0.498994643355707,8.12529643179479,5.39780631149875
"1069","12/4/2008","EAST",5.573732801,3.2520924,6.7332931,37.125729,7668550.5,77456384,170.56821,1976065.3,0.482986905768293,6.83353283248636,5.36506874876868
"1070","12/5/2008","EAST",5.672126863,3.2520924,6.2303362,33.041775,7837572,77456384,170.56821,1976065.3,0.521977032314885,10.0363924878445,5.42735748120285
"1071","12/6/2008","EAST",5.419222304,3.2520924,6.2303362,31.013416,7500947,77456384,170.56821,1976065.3,0.521977032314885,10.0363924878445,5.16478914154825
"1072","12/7/2008","EAST",5.389175562,3.2520924,6.2303362,30.274601,7391417.5,77456384,170.56821,1976065.3,0.521977032314885,10.0363924878445,5.07886579481756
"1073","12/8/2008","EAST",5.695505675,3.2520924,5.8561602,30.216066,7967744,77456384,170.56821,1976065.3,0.555328455666223,12.9350723347227,5.47830666500279
"1074","12/9/2008","EAST",5.3315655,3.2520924,5.6998148,39.253044,7445733.5,77456384,170.56821,1976065.3,0.570561064545466,14.3112323690771,5.13510516910768
"1075","12/10/2008","EAST",5.302835998,3.2520924,5.856482,44.390385,7353785,77456384,170.56821,1976065.3,0.555297941665321,12.9323493653641,5.11054781044416
"1076","12/11/2008","EAST",5.445540709,3.2520924,6.0764012,40.430378,7581787,77456384,170.56821,1976065.3,0.535200407767677,11.1674136472571,5.27177550992796
"1077","12/12/2008","EAST",5.45851444,3.2520924,5.721983,36.159481,7602258.5,77456384,170.56821,1976065.3,0.568350587549806,14.1094226819976,5.23376956085991
"1078","12/13/2008","EAST",5.281593527,3.2520924,5.721983,32.598412,7386452.5,77456384,170.56821,1976065.3,0.568350587549806,14.1094226819976,5.05138735190395
"1079","12/14/2008","EAST",4.887145466,3.2520924,5.721983,38.098663,6904933.5,77456384,170.56821,1976065.3,0.568350587549806,14.1094226819976,4.72802763236971
"1080","12/15/2008","EAST",5.276404109,3.2520924,6.0211039,42.491879,7457250.5,77456384,170.56821,1976065.3,0.540115642249588,11.5938677182005,5.18795671051246
"1081","12/16/2008","EAST",5.543376482,3.2520924,6.0564361,37.381279,7827414,77456384,170.56821,1976065.3,0.536964701072302,11.3201053624327,5.43370952413002
"1082","12/17/2008","EAST",5.455019882,3.2520924,6.0471892,35.343208,7637089.5,77456384,170.56821,1976065.3,0.537785786493996,11.3913120000394,5.27902020755697
"1083","12/18/2008","EAST",5.360854253,3.2520924,6.0089092,37.124199,7475861,77456384,170.56821,1976065.3,0.541211772679141,11.6894233972858,5.16749218786177
"1084","12/19/2008","EAST",5.104651438,3.2520924,7.31952,39.974281,7190612,77456384,170.56821,1976065.3,0.444304052724769,3.83774287291067,5.07197865071583
"1085","12/20/2008","EAST",4.952578399,3.2520924,7.31952,38.076382,6930015,77456384,170.56821,1976065.3,0.444304052724769,3.83774287291067,4.86667559655478
"1086","12/21/2008","EAST",5.332742374,3.2520924,7.31952,31.014545,7404194,77456384,170.56821,1976065.3,0.444304052724769,3.83774287291067,5.17487793478849
"1087","12/22/2008","EAST",6.218814304,3.2520924,6.2555938,21.519529,8709420,77456384,170.56821,1976065.3,0.51986949664155,9.85828678482494,6.00502066210076
"1088","12/23/2008","EAST",5.824565802,3.2520924,5.5302758,24.124231,8195398,77456384,170.56821,1976065.3,0.58805248013128,15.9340677690771,5.58497031682691
"1089","12/24/2008","EAST",4.836438713,3.2520924,5.5265598,36.958694,6838932.5,77456384,170.56821,1976065.3,0.588447880361305,15.9712934277169,4.65723338760914
"1090","12/25/2008","EAST",4.320234346,3.2520924,5.5265598,40.173061,6288616.5,77456384,170.56821,1976065.3,0.588447880361305,15.9712934277169,4.26857924568677
"1091","12/26/2008","EAST",4.479652065,3.2520924,5.5265598,40.26749,6551960,77456384,170.56821,1976065.3,0.588447880361305,15.9712934277169,4.46471102056009
"1092","12/27/2008","EAST",4.147809183,3.2520924,5.5265598,48.061253,6116576,77456384,170.56821,1976065.3,0.588447880361305,15.9712934277169,4.18986555215958
"1093","12/28/2008","EAST",4.169276778,3.2520924,5.5265598,48.776119,6082616.5,77456384,170.56821,1976065.3,0.588447880361305,15.9712934277169,4.16909277650969
"1094","12/29/2008","EAST",4.654654974,3.2520924,5.9382782,43.628983,6754286.5,77456384,170.56821,1976065.3,0.54764904749663,12.2539668992472,4.66681178744262
"1095","12/30/2008","EAST",4.762753131,3.2520924,6.0770049,40.845066,6915340,77456384,170.56821,1976065.3,0.535147240049124,11.1628188212404,4.77953082029717
"1096","12/31/2008","EAST",4.98271819,3.2520924,6.1207218,35.093914,7127793.5,77456384,170.56821,1976065.3,0.531324981965362,10.8335018036126,4.9048255204166
"1097","1/1/2009","EAST",5.002638612,3.2295268,6.1080289,28.376215,7262207.5,78435616,171.1364,2229073.5,0.528734695410495,10.6114528596018,4.96586904515118
"1098","1/2/2009","EAST",4.94876444,3.2295268,5.6349802,32.593834,7174893.5,78435616,171.1364,2229073.5,0.573121232972567,14.5458754000165,4.89167038866502
"1099","1/3/2009","EAST",4.624805389,3.2295268,5.6349802,36.972172,6784318.5,78435616,171.1364,2229073.5,0.573121232972567,14.5458754000165,4.62886680947072
"1100","1/4/2009","EAST",4.625142304,3.2295268,5.6349802,38.701794,6720338.5,78435616,171.1364,2229073.5,0.573121232972567,14.5458754000165,4.5921103171356
"1101","1/5/2009","EAST",5.126761267,3.2295268,5.9747572,38.185425,7467450,78435616,171.1364,2229073.5,0.540528542314657,11.6298429733172,5.16922256916676
"1102","1/6/2009","EAST",5.217183864,3.2295268,6.1812582,37.385746,7626775.5,78435616,171.1364,2229073.5,0.522470781110551,10.0782035466835,5.29809064445775
"1103","1/7/2009","EAST",5.209156442,3.2295268,6.122942,38.009892,7617971.5,78435616,171.1364,2229073.5,0.527446903792327,10.5013945718458,5.29104668310063
"1104","1/8/2009","EAST",5.416939087,3.2295268,6.3410749,35.09211,7789936.5,78435616,171.1364,2229073.5,0.509302736670087,8.97405789566293,5.41700859708443
"1105","1/9/2009","EAST",5.350367225,3.2295268,6.5949602,32.527206,7749076.5,78435616,171.1364,2229073.5,0.489696177393155,7.37110847346357,5.38982080446093
"1106","1/10/2009","EAST",5.024467264,3.2295268,6.5949602,33.451752,7225091,78435616,171.1364,2229073.5,0.489696177393155,7.37110847346357,5.0064843569273
"1107","1/11/2009","EAST",4.989150995,3.2295268,6.5949602,32.52367,7143065.5,78435616,171.1364,2229073.5,0.489696177393155,7.37110847346357,4.93980749187069
"1108","1/12/2009","EAST",5.549740192,3.2295268,6.1231661,30.793825,7996627.5,78435616,171.1364,2229073.5,0.527427599914365,10.4997465004768,5.52737689002401
"1109","1/13/2009","EAST",5.792918045,3.2295268,7.3082948,30.047298,8250008,78435616,171.1364,2229073.5,0.441898813386674,3.65709778468273,5.80002522830569
"1110","1/14/2009","EAST",6.097863849,3.2295268,7.7080388,25.327871,8549126,78435616,171.1364,2229073.5,0.418981648094454,1.96742879813775,6.02286509716429
"1111","1/15/2009","EAST",6.500526402,3.2295268,7.204277,19.681475,9024049,78435616,171.1364,2229073.5,0.448279098652092,4.13769540514618,6.30252695673846
"1112","1/16/2009","EAST",6.730958255,3.2295268,5.7129588,13.682373,9419619,78435616,171.1364,2229073.5,0.565298457954922,13.8319587593358,6.44679179987642
"1113","1/17/2009","EAST",6.032465942,3.2295268,5.7129588,17.089922,8589403,78435616,171.1364,2229073.5,0.565298457954922,13.8319587593358,5.85149975235599
"1114","1/18/2009","EAST",5.240760381,3.2295268,5.7129588,27.556883,7483181.5,78435616,171.1364,2229073.5,0.565298457954922,13.8319587593358,5.09514332635405
"1115","1/19/2009","EAST",5.615274561,3.2295268,5.7129588,29.455553,8052513,78435616,171.1364,2229073.5,0.565298457954922,13.8319587593358,5.52970088804329
"1116","1/20/2009","EAST",6.109981569,3.2295268,5.927588,25.86006,8721294,78435616,171.1364,2229073.5,0.544829836351649,12.0060127763623,6.02009546381955
"1117","1/21/2009","EAST",6.294038549,3.2295268,5.2719579,22.929258,8949524,78435616,171.1364,2229073.5,0.612585847849809,18.290690616108,6.12203379941475
"1118","1/22/2009","EAST",5.872340899,3.2295268,4.8122759,28.373772,8399363,78435616,171.1364,2229073.5,0.671101754577288,24.3244900912296,5.71278173303555
"1119","1/23/2009","EAST",5.29386748,3.2295268,5.832654,35.31699,7710771.5,78435616,171.1364,2229073.5,0.553697647760351,12.7897309928501,5.32138079333284
"1120","1/24/2009","EAST",5.132953599,3.2295268,5.832654,32.80225,7336992.5,78435616,171.1364,2229073.5,0.553697647760351,12.7897309928501,5.02820045303708
"1121","1/25/2009","EAST",5.455093069,3.2295268,5.832654,24.714005,7707144.5,78435616,171.1364,2229073.5,0.553697647760351,12.7897309928501,5.25277757841515
"1122","1/26/2009","EAST",5.815192788,3.2295268,5.7168112,25.468672,8206674,78435616,171.1364,2229073.5,0.564917519053279,13.7974243770109,5.6196792163671
"1123","1/27/2009","EAST",5.685257456,3.2295268,5.2951088,28.43055,8093858,78435616,171.1364,2229073.5,0.609907543353972,18.0287005982034,5.52260036099804
"1124","1/28/2009","EAST",5.404127627,3.2295268,5.148633,31.506937,7831157,78435616,171.1364,2229073.5,0.627259080225761,19.7472225030039,5.33563851391925
"1125","1/29/2009","EAST",5.426017371,3.2295268,5.061326,31.698832,7912117.5,78435616,171.1364,2229073.5,0.638079191105256,20.844806853532,5.39038131097639
"1126","1/30/2009","EAST",5.457271078,3.2295268,4.8613729,29.872395,7923444,78435616,171.1364,2229073.5,0.66432402254104,23.5938211131734,5.37239839785306
"1127","1/31/2009","EAST",5.122926253,3.2295268,4.8613729,28.539951,7519267.5,78435616,171.1364,2229073.5,0.66432402254104,23.5938211131734,5.06399585862964
"1128","2/1/2009","EAST",4.704845068,3.1535559,4.8613729,36.04348,7338279.5,67990600,96.204536,2554803.5,0.648696564709118,21.9418502387153,4.86251974871416
"1129","2/2/2009","EAST",5.203867913,3.1535559,4.9936218,37.953587,7991725.5,67990600,96.204536,2554803.5,0.631516768049995,20.1766972560798,5.36955472452333
"1130","2/3/2009","EAST",5.725023142,3.1535559,6.1702991,31.17053,8718809,67990600,96.204536,2554803.5,0.511086391257759,9.12229877975714,5.95578974476318
"1131","2/4/2009","EAST",6.24412006,3.1535559,6.0691919,23.385168,9405696,67990600,96.204536,2554803.5,0.519600624261032,9.83560676836141,6.40983509927181
"1132","2/5/2009","EAST",6.342700435,3.1535559,5.0921898,20.479914,9590837,67990600,96.204536,2554803.5,0.619292686223125,18.9519565233044,6.45576395310417
"1133","2/6/2009","EAST",5.575770679,3.1535559,4.6681519,27.61507,8585026,67990600,96.204536,2554803.5,0.675546976095615,24.8084799819857,5.72136095985615
"1134","2/7/2009","EAST",4.580093674,3.1535559,4.6681519,39.401676,7208447,67990600,96.204536,2554803.5,0.675546976095615,24.8084799819857,4.7724546679237
"1135","2/8/2009","EAST",4.313112872,3.1535559,4.6681519,46.25053,6687581.5,67990600,96.204536,2554803.5,0.675546976095615,24.8084799819857,4.42826149428847
"1136","2/9/2009","EAST",4.705617574,3.1535559,4.6362791,44.063526,7458986.5,67990600,96.204536,2554803.5,0.680191125680937,25.3182269433438,4.98507337771764
"1137","2/10/2009","EAST",4.596148788,3.1535559,4.7290311,47.766224,7328058,67990600,96.204536,2554803.5,0.666850319508366,23.8651466406626,4.9178460435597
"1138","2/11/2009","EAST",4.550086037,3.1535559,4.6537509,51.85437,7247698,67990600,96.204536,2554803.5,0.677637451544731,25.0374115916571,4.87792526819226
"1139","2/12/2009","EAST",4.619950441,3.1535559,4.7179732,49.123791,7382054,67990600,96.204536,2554803.5,0.668413271190265,24.0336141063606,4.9655477111717
"1140","2/13/2009","EAST",4.711524743,3.1535559,4.6149468,43.044254,7484352,67990600,96.204536,2554803.5,0.68333526618335,25.6657345452528,4.9959679120777
"1141","2/14/2009","EAST",4.525861258,3.1535559,4.6149468,39.314137,7106896,67990600,96.204536,2554803.5,0.68333526618335,25.6657345452528,4.69250223357869
"1142","2/15/2009","EAST",4.542766887,3.1535559,4.6149468,36.961609,7108861.5,67990600,96.204536,2554803.5,0.68333526618335,25.6657345452528,4.67933798547235
"1143","2/16/2009","EAST",5.049912587,3.1535559,4.6149468,34.903885,7956687,67990600,96.204536,2554803.5,0.68333526618335,25.6657345452528,5.29609665211819
"1144","2/17/2009","EAST",5.208650534,3.1535559,4.4071808,34.675049,8137110,67990600,96.204536,2554803.5,0.71554947325964,29.3421314273317,5.41301905017739
"1145","2/18/2009","EAST",5.012809179,3.1535559,4.3815241,39.401062,7825563.5,67990600,96.204536,2554803.5,0.719739485171381,29.8363990124761,5.20912918782142
"1146","2/19/2009","EAST",5.137720962,3.1535559,4.4873772,37.939301,7989555,67990600,96.204536,2554803.5,0.702761492838177,27.8569246804102,5.32977591316143
"1147","2/20/2009","EAST",5.335910078,3.1535559,4.284749,31.012426,8335531,67990600,96.204536,2554803.5,0.73599548071544,31.7907995849015,5.5283793835472
"1148","2/21/2009","EAST",4.92940076,3.1535559,4.284749,32.083908,7738916.5,67990600,96.204536,2554803.5,0.73599548071544,31.7907995849015,5.09202590777167
"1149","2/22/2009","EAST",4.881244747,3.1535559,4.284749,33.491261,7562031,67990600,96.204536,2554803.5,0.73599548071544,31.7907995849015,4.96942855418684
"1150","2/23/2009","EAST",5.377031634,3.1535559,4.4108582,30.497334,8453185,67990600,96.204536,2554803.5,0.7149529087106,29.2720686650316,5.62202662819747
"1151","2/24/2009","EAST",5.305153908,3.1535559,4.2141891,31.191351,8314496,67990600,96.204536,2554803.5,0.74831855551997,33.3125545939718,5.50856482803705
"1152","2/25/2009","EAST",4.986484137,3.1535559,4.1179881,37.665546,7779187,67990600,96.204536,2554803.5,0.765800148863956,35.5334371618176,5.14408176737596
"1153","2/26/2009","EAST",4.713803676,3.1535559,4.0091109,44.563221,7459567.5,67990600,96.204536,2554803.5,0.786597322613351,38.2751656610266,4.94143714159992
"1154","2/27/2009","EAST",4.599158574,3.1535559,4.2125201,46.474388,7311514,67990600,96.204536,2554803.5,0.748615039249308,33.3496055885938,4.85868055740003
"1155","2/28/2009","EAST",4.575403006,3.1535559,4.2125201,39.908787,7260577.5,67990600,96.204536,2554803.5,0.748615039249308,33.3496055885938,4.78004492113025
"1156","3/1/2009","EAST",4.956893004,2.9837458,4.2125201,32.339066,7341944,72152456,65.978256,2785591,0.70830422862552,28.4963970436916,4.8233096070895
"1157","3/2/2009","EAST",5.524245594,2.9837458,5.9455471,26.846458,8337291,72152456,65.978256,2785591,0.501845456745267,8.35868382492309,5.65861147535623
"1158","3/3/2009","EAST",5.631793021,2.9837458,5.14643,24.982115,8463539,72152456,65.978256,2785591,0.579770015331016,15.1598380597253,5.68066003807782
"1159","3/4/2009","EAST",5.248892558,2.9837458,4.202137,29.943495,7944081.5,72152456,65.978256,2785591,0.710054384233546,28.6996636135848,5.25475241165081
"1160","3/5/2009","EAST",4.793166398,2.9837458,4.0634208,39.448433,7331085.5,72152456,65.978256,2785591,0.734294070651014,31.5834559267207,4.84822489351573
"1161","3/6/2009","EAST",4.333513023,2.9837458,3.7761331,49.749737,6703090,72152456,65.978256,2785591,0.790159065102869,38.7560236732061,4.4243347643139
"1162","3/7/2009","EAST",3.860588514,2.9837458,3.7761331,54.546719,6055424,72152456,65.978256,2785591,0.790159065102869,38.7560236732061,3.97323153308732
"1163","3/8/2009","EAST",3.851358956,2.9837458,3.7761331,55.539276,5938507.5,72152456,65.978256,2785591,0.790159065102869,38.7560236732061,3.89258550501712
"1164","3/9/2009","EAST",4.409236457,2.9837458,3.7438979,51.899036,6745585.5,72152456,65.978256,2785591,0.796962385112051,39.6839906240856,4.46682542242388
"1165","3/10/2009","EAST",4.525458418,2.9837458,3.887018,49.859833,6945858.5,72152456,65.978256,2785591,0.767618210154931,35.768716507242,4.61362648784415
"1166","3/11/2009","EAST",4.648313503,2.9837458,3.9975021,48.375484,7094137,72152456,65.978256,2785591,0.746402559738493,33.073618319016,4.72281350040949
"1167","3/12/2009","EAST",4.897722187,2.9837458,3.905627,40.463882,7416203,72152456,65.978256,2785591,0.763960767374867,35.2962376652707,4.90587199023261
"1168","3/13/2009","EAST",4.792601788,2.9837458,3.778193,37.096809,7295584,72152456,65.978256,2785591,0.789728264278717,38.6976828647607,4.78579123467977
"1169","3/14/2009","EAST",4.363702153,2.9837458,3.778193,40.6702,6636908.5,72152456,65.978256,2785591,0.789728264278717,38.6976828647607,4.3189068835653
"1170","3/15/2009","EAST",4.088938796,2.9837458,3.778193,45.671642,6268276,72152456,65.978256,2785591,0.789728264278717,38.6976828647607,4.07626995324633
"1171","3/16/2009","EAST",4.404431845,2.9837458,3.631278,48.943707,6803313.5,72152456,65.978256,2785591,0.821679254521411,43.163781430317,4.48284935083824
"1172","3/17/2009","EAST",4.319663181,2.9837458,3.5226669,51.074398,6750728,72152456,65.978256,2785591,0.847013323910927,46.9174525248546,4.44887749429104
"1173","3/18/2009","EAST",4.290489431,2.9837458,3.5264981,52.862,6657362,72152456,65.978256,2785591,0.846093125642121,46.7776263202121,4.39094911719127
"1174","3/19/2009","EAST",4.312405604,2.9837458,3.500061,50.630363,6687878.5,72152456,65.978256,2785591,0.852483942422718,47.7543220410274,4.39774826790039
"1175","3/20/2009","EAST",4.29206588,2.9837458,3.754993,44.770123,6723272,72152456,65.978256,2785591,0.794607553196504,39.3613748270929,4.406776591105
"1176","3/21/2009","EAST",4.03491048,2.9837458,3.754993,43.563789,6259002.5,72152456,65.978256,2785591,0.794607553196504,39.3613748270929,4.05453612821918
"1177","3/22/2009","EAST",3.788443426,2.9837458,3.754993,47.317112,6016321.5,72152456,65.978256,2785591,0.794607553196504,39.3613748270929,3.89766551553725
"1178","3/23/2009","EAST",4.233221769,2.9837458,3.965961,47.851452,6689759,72152456,65.978256,2785591,0.75233866394551,33.8167224011153,4.41691413389798
"1179","3/24/2009","EAST",4.339702242,2.9837458,3.887392,48.046165,6782137.5,72152456,65.978256,2785591,0.767544358788617,35.7591431189006,4.48081009183403
"1180","3/25/2009","EAST",4.392003976,2.9837458,3.9419589,48.57943,6787482,72152456,65.978256,2785591,0.756919560982739,34.3959489693331,4.49219786982202
"1181","3/26/2009","EAST",4.394965994,2.9837458,3.9624541,48.501675,6733303.5,72152456,65.978256,2785591,0.753004507989127,33.9006000230541,4.45302606890031
"1182","3/27/2009","EAST",4.292777893,2.9837458,3.5688369,49.96254,6561774.5,72152456,65.978256,2785591,0.836055522739075,45.2696975848708,4.30513201503012
"1183","3/28/2009","EAST",4.049169437,2.9837458,3.5688369,50.149704,6194739.5,72152456,65.978256,2785591,0.836055522739075,45.2696975848708,4.03375491334968
"1184","3/29/2009","EAST",3.996964821,2.9837458,3.5688369,49.126396,6144213,72152456,65.978256,2785591,0.836055522739075,45.2696975848708,3.98987557834878
"1185","3/30/2009","EAST",4.318746553,2.9837458,3.5214801,46.758999,6734298,72152456,65.978256,2785591,0.847298782122892,46.960883339326,4.40976291717818
