date,intercn,costratio,fit,lwr,upr,fit.transformed,lwr.transformed,upr.transformed
3/19/2006,ERCOT,0.258327413,581401.7879,574672.4991,588131.0766,0.000457319,-0.011122223,0.012036861
3/19/2006,WECC,0.247511032,875937.6694,866438.2204,885437.1184,0.00235179,-0.008518607,0.013222186
3/20/2006,EAST,0.296386087,5065937.874,5004493.744,5127382.004,0.007918844,-0.004306078,0.020143767
3/20/2006,ERCOT,0.26180866,581076.1465,574270.2125,587882.0806,-0.000103034,-0.011814464,0.011608396
3/20/2006,WECC,0.250273102,875736.3475,866161.5133,885311.1818,0.002121413,-0.008835248,0.013078074
3/21/2006,EAST,0.301682621,5063651.502,5000478.72,5126824.283,0.007463948,-0.005104907,0.020032803
3/21/2006,ERCOT,0.265991036,580732.0936,573848.4269,587615.7603,-0.000695069,-0.012540259,0.011150121
3/21/2006,WECC,0.257840239,875252.1603,865553.1902,884951.1304,0.001567349,-0.009531363,0.012666061
3/22/2006,EAST,0.295656516,5066255.573,5005080.466,5127430.679,0.007982054,-0.004189344,0.020153451
3/22/2006,ERCOT,0.255619939,581678.971,575011.7654,588346.1765,0.000934287,-0.010538424,0.012406997
3/22/2006,WECC,0.257932308,875246.8516,865546.9878,884946.7155,0.001561274,-0.009538461,0.012661009
3/23/2006,EAST,0.296127232,5066050.515,5004700.992,5127400.038,0.007941256,-0.004264844,0.020147355
3/23/2006,ERCOT,0.253367423,581925.051,575307.9168,588542.1852,0.001357733,-0.010028816,0.012744283
3/23/2006,WECC,0.257986058,875243.7587,865543.3787,884944.1386,0.001557735,-0.009542591,0.01265806
3/24/2006,EAST,0.287786912,5069729.724,5011901.748,5127557.7,0.008673271,-0.002832182,0.020178723
3/24/2006,ERCOT,0.246772915,582722.88,576217.6782,589228.0819,0.002730611,-0.008463329,0.013924552
3/24/2006,WECC,0.247111455,875967.9294,866480.9178,885454.941,0.002386417,-0.008469747,0.013242581
3/25/2006,EAST,0.287786912,5069729.724,5011901.748,5127557.7,0.008673271,-0.002832182,0.020178723
3/25/2006,ERCOT,0.246772915,582722.88,576217.6782,589228.0819,0.002730611,-0.008463329,0.013924552
3/25/2006,WECC,0.247111455,875967.9294,866480.9178,885454.941,0.002386417,-0.008469747,0.013242581
3/26/2006,EAST,0.287786912,5069729.724,5011901.748,5127557.7,0.008673271,-0.002832182,0.020178723
