date,intercn,co2mass,gasprice,coalprice
12/29/2007,WECC,953592.488,6.8920908,1.5510412
12/30/2007,EAST,5021539.961,7.9621229,1.920905
12/30/2007,ERCOT,518260.453,6.772985,2.0456316
12/30/2007,WECC,951789.952,6.8920908,1.5510412
12/31/2007,EAST,5154316.047,7.9629502,1.920905
12/31/2007,ERCOT,522789.05,6.772985,2.0456316
12/31/2007,WECC,983789.548,6.97544,1.5510412
1/1/2008,EAST,5277172.709,7.9560032,2.1940315
1/1/2008,ERCOT,564907.265,6.7744732,1.8000128
1/1/2008,WECC,957791.171,6.9730611,1.7123245
1/2/2008,EAST,6357345.9,11.332987,2.1940315
1/2/2008,ERCOT,628906.411,7.4858398,1.8000128
1/2/2008,WECC,989645.075,7.4819269,1.7123245
1/3/2008,EAST,6646785.864,8.662158,2.1940315
1/3/2008,ERCOT,608118.034,7.4624729,1.8000128
1/3/2008,WECC,973007.987,7.4212089,1.7123245
1/4/2008,EAST,6171886.485,7.599544,2.1940315
1/4/2008,ERCOT,549150.412,7.1326308,1.8000128
1/4/2008,WECC,923808.876,7.2201781,1.7123245
1/5/2008,EAST,5294677.506,7.599544,2.1940315
1/5/2008,ERCOT,452640.452,7.1326308,1.8000128
1/5/2008,WECC,922258.055,7.2201781,1.7123245
1/6/2008,EAST,4717177.008,7.599544,2.1940315
1/6/2008,ERCOT,437088.492,7.1326308,1.8000128
1/6/2008,WECC,928805.579,7.2201781,1.7123245
1/7/2008,EAST,5049113.431,7.6230741,2.1940315
1/7/2008,ERCOT,484631.68,7.2973399,1.8000128
1/7/2008,WECC,971060.708,7.3718429,1.7123245
1/8/2008,EAST,5056465.32,7.687923,2.1940315
1/8/2008,ERCOT,498550.117,7.3512068,1.8000128
1/8/2008,WECC,992283.123,7.423594,1.7123245
1/9/2008,EAST,5116002.826,8.0322723,2.1940315
1/9/2008,ERCOT,509887.278,7.6394701,1.8000128
1/9/2008,WECC,976475.9,7.6173148,1.7123245
1/10/2008,EAST,5291667.361,8.0314159,2.1940315
1/10/2008,ERCOT,525222.773,7.6715751,1.8000128
1/10/2008,WECC,969095.226,7.5740008,1.7123245
1/11/2008,EAST,5287142.097,8.1869535,2.1940315
1/11/2008,ERCOT,541701.804,7.7683692,1.8000128
1/11/2008,WECC,958906.036,7.666461,1.7123245
1/12/2008,EAST,5068523.627,8.1869535,2.1940315
1/12/2008,ERCOT,523532.542,7.7683692,1.8000128
1/12/2008,WECC,949680.368,7.666461,1.7123245
1/13/2008,EAST,5199104.081,8.1869535,2.1940315
1/13/2008,ERCOT,534806.736,7.7683692,1.8000128
1/13/2008,WECC,960174.877,7.666461,1.7123245
1/14/2008,EAST,5804306.485,8.9191866,2.1940315
1/14/2008,ERCOT,564314.54,8.1287851,1.8000128
1/14/2008,WECC,999794.031,7.9026299,1.7123245
1/15/2008,EAST,5987339.914,8.819829,2.1940315
1/15/2008,ERCOT,548499.049,8.1452475,1.8000128
1/15/2008,WECC,991352.142,7.9938278,1.7123245
1/16/2008,EAST,6025772.66,8.5807247,2.1940315
1/16/2008,ERCOT,537581.029,8.036274,1.8000128
1/16/2008,WECC,1014962.289,7.9101539,1.7123245
1/17/2008,EAST,5990630.788,8.3895903,2.1940315
1/17/2008,ERCOT,608411.329,7.9471622,1.8000128
1/17/2008,WECC,1019015.385,7.8649082,1.7123245
1/18/2008,EAST,5875527.136,10.453735,2.1940315
1/18/2008,ERCOT,633331.714,8.1167717,1.8000128
1/18/2008,WECC,1006032.816,8.0704041,1.7123245
1/19/2008,EAST,5824615.134,10.453735,2.1940315
1/19/2008,ERCOT,603551.089,8.1167717,1.8000128
1/19/2008,WECC,986277.55,8.0704041,1.7123245
1/20/2008,EAST,6114545.334,10.453735,2.1940315
1/20/2008,ERCOT,568541.238,8.1167717,1.8000128
1/20/2008,WECC,991038.284,8.0704041,1.7123245
1/21/2008,EAST,6405301.86,10.453735,2.1940315
1/21/2008,ERCOT,567410.479,8.1167717,1.8000128
1/21/2008,WECC,1026477.037,8.0704041,1.7123245
1/22/2008,EAST,6070245.423,9.1835718,2.1940315
1/22/2008,ERCOT,591061.474,7.7385359,1.8000128
1/22/2008,WECC,1032767.876,7.6880822,1.7123245
1/23/2008,EAST,5935069.561,9.094203,2.1940315
1/23/2008,ERCOT,628037.193,7.7091131,1.8000128
1/23/2008,WECC,1027866.196,7.6425338,1.7123245
1/24/2008,EAST,6177441.979,9.1885042,2.1940315
1/24/2008,ERCOT,629638.097,7.6823349,1.8000128
1/24/2008,WECC,1019140.052,7.6206279,1.7123245
1/25/2008,EAST,6277963.941,8.1104364,2.1940315
1/25/2008,ERCOT,635346.488,7.5675459,1.8000128
1/25/2008,WECC,990250.087,7.5962691,1.7123245
1/26/2008,EAST,5656628.186,8.1104364,2.1940315
1/26/2008,ERCOT,555126.707,7.5675459,1.8000128
1/26/2008,WECC,937569.364,7.5962691,1.7123245
1/27/2008,EAST,5338674.693,8.1104364,2.1940315
1/27/2008,ERCOT,513315.971,7.5675459,1.8000128
1/27/2008,WECC,932182.613,7.5962691,1.7123245
1/28/2008,EAST,5723276.637,8.1699209,2.1940315
1/28/2008,ERCOT,513986.899,7.7066002,1.8000128
1/28/2008,WECC,972457.867,7.7461548,1.7123245
1/29/2008,EAST,5606870.049,8.3955011,2.1940315
1/29/2008,ERCOT,507844.534,7.8646798,1.8000128
1/29/2008,WECC,987515.985,7.9458709,1.7123245
1/30/2008,EAST,5862790.054,8.5312481,2.1940315
1/30/2008,ERCOT,564645.748,7.9119349,1.8000128
1/30/2008,WECC,980091.056,7.9910479,1.7123245
1/31/2008,EAST,6042191.451,8.3007774,2.1940315
1/31/2008,ERCOT,557402.918,7.855412,1.8000128
1/31/2008,WECC,991371.327,8.0045061,1.7123245
2/1/2008,EAST,5849534.102,8.0320435,2.2489393
2/1/2008,ERCOT,586496.174,7.6062498,1.7745728
2/1/2008,WECC,963711.093,7.7375798,1.6706167
2/2/2008,EAST,5422258.055,8.0320435,2.2489393
2/2/2008,ERCOT,534292.843,7.6062498,1.7745728
2/2/2008,WECC,959927.835,7.7375798,1.6706167
2/3/2008,EAST,5151134.206,8.0320435,2.2489393
2/3/2008,ERCOT,484018.35,7.6062498,1.7745728
2/3/2008,WECC,949446.85,7.7375798,1.6706167
2/4/2008,EAST,5377688.796,7.7140698,2.2489393
2/4/2008,ERCOT,490930.655,7.311573,1.7745728
2/4/2008,WECC,967002.575,7.5208368,1.6706167
2/5/2008,EAST,5333267.652,8.0066309,2.2489393
2/5/2008,ERCOT,511996.151,7.62465,1.7745728
2/5/2008,WECC,999553.09,7.787796,1.6706167
2/6/2008,EAST,5347769.546,8.23279,2.2489393
2/6/2008,ERCOT,552115.643,7.7389388,1.7745728
2/6/2008,WECC,987576.315,7.880785,1.6706167
2/7/2008,EAST,5513934.295,8.2051344,2.2489393
2/7/2008,ERCOT,552094.487,7.7266741,1.7745728
2/7/2008,WECC,966410.293,7.8510861,1.6706167
2/8/2008,EAST,5475981.602,8.4598856,2.2489393
2/8/2008,ERCOT,529726.652,7.7141581,1.7745728
2/8/2008,WECC,945646.749,7.8302021,1.6706167
2/9/2008,EAST,5074282.608,8.4598856,2.2489393
2/9/2008,ERCOT,500882.161,7.7141581,1.7745728
2/9/2008,WECC,892186.328,7.8302021,1.6706167
2/10/2008,EAST,5297892.045,8.4598856,2.2489393
2/10/2008,ERCOT,469831.642,7.7141581,1.7745728
2/10/2008,WECC,894925.785,7.8302021,1.6706167
2/11/2008,EAST,6091013.463,9.315424,2.2489393
2/11/2008,ERCOT,495416.17,8.0478506,1.7745728
2/11/2008,WECC,917383.886,8.0805883,1.6706167
2/12/2008,EAST,5924652.506,8.7664223,2.2489393
2/12/2008,ERCOT,504232.018,8.050045,1.7745728
2/12/2008,WECC,930774.682,8.0579395,1.6706167
2/13/2008,EAST,5866624.236,8.8601933,2.2489393
2/13/2008,ERCOT,517458.764,8.0478621,1.7745728
2/13/2008,WECC,942268.751,8.0449877,1.6706167
2/14/2008,EAST,5860433.848,8.9060869,2.2489393
2/14/2008,ERCOT,481517.395,8.179656,1.7745728
2/14/2008,WECC,944504.098,8.1742439,1.6706167
2/15/2008,EAST,5633108.795,9.1100483,2.2489393
2/15/2008,ERCOT,488467.956,8.3917732,1.7745728
2/15/2008,WECC,946235.386,8.3686934,1.6706167
2/16/2008,EAST,5122901.754,9.1100483,2.2489393
2/16/2008,ERCOT,504767.539,8.3917732,1.7745728
2/16/2008,WECC,911525.792,8.3686934,1.6706167
2/17/2008,EAST,4835017.876,9.1100483,2.2489393
2/17/2008,ERCOT,466776.99,8.3917732,1.7745728
2/17/2008,WECC,908801.252,8.3686934,1.6706167
2/18/2008,EAST,5300535.259,9.1100483,2.2489393
2/18/2008,ERCOT,498464.547,8.3917732,1.7745728
2/18/2008,WECC,918939.871,8.3686934,1.6706167
2/19/2008,EAST,5672397.069,9.5305061,2.2489393
2/19/2008,ERCOT,505264,8.5735559,1.7745728
2/19/2008,WECC,917604.183,8.5577745,1.6706167
2/20/2008,EAST,5770939.576,9.6266651,2.2489393
2/20/2008,ERCOT,499334.179,8.6893024,1.7745728
2/20/2008,WECC,922055.489,8.6071806,1.6706167
2/21/2008,EAST,5894134.58,9.3408012,2.2489393
2/21/2008,ERCOT,538568.72,8.4772902,1.7745728
2/21/2008,WECC,924700.515,8.4248428,1.6706167
2/22/2008,EAST,5739783.072,8.7965374,2.2489393
2/22/2008,ERCOT,541102.429,8.2646704,1.7745728
2/22/2008,WECC,924151.484,8.2610054,1.6706167
2/23/2008,EAST,5267561.469,8.7965374,2.2489393
2/23/2008,ERCOT,494850.043,8.2646704,1.7745728
2/23/2008,WECC,896526.264,8.2610054,1.6706167
2/24/2008,EAST,5189195.404,8.7965374,2.2489393
2/24/2008,ERCOT,486022.354,8.2646704,1.7745728
2/24/2008,WECC,877431.925,8.2610054,1.6706167
2/25/2008,EAST,5427919.841,9.2888956,2.2489393
2/25/2008,ERCOT,496040.589,8.708128,1.7745728
2/25/2008,WECC,898908.388,8.6596031,1.6706167
2/26/2008,EAST,5528628.215,9.6641855,2.2489393
2/26/2008,ERCOT,501300.278,8.7506857,1.7745728
2/26/2008,WECC,915107.392,8.6639643,1.6706167
2/27/2008,EAST,5868947.399,10.582557,2.2489393
2/27/2008,ERCOT,513539.521,8.7258053,1.7745728
2/27/2008,WECC,909224.169,8.6800604,1.6706167
2/28/2008,EAST,5941720.823,9.5952721,2.2489393
2/28/2008,ERCOT,459353.393,8.6008883,1.7745728
2/28/2008,WECC,914076.478,8.5683489,1.6706167
2/29/2008,EAST,5672095.225,9.2240896,2.2489393
2/29/2008,ERCOT,482785.713,8.7063093,1.7745728
2/29/2008,WECC,915070.707,8.4784441,1.6706167
3/1/2008,EAST,4955248.465,9.2240896,2.3619487
3/1/2008,ERCOT,460671.359,8.7063093,1.8205159
3/1/2008,WECC,859982.875,8.4784441,1.8072048
3/2/2008,EAST,4714391.559,9.2240896,2.3619487
3/2/2008,ERCOT,431246.536,8.7063093,1.8205159
3/2/2008,WECC,851093.917,8.4784441,1.8072048
3/3/2008,EAST,5123544.093,9.2816114,2.3619487
3/3/2008,ERCOT,497675.804,8.8373451,1.8205159
3/3/2008,WECC,906183.847,8.8434467,1.8072048
3/4/2008,EAST,5238655.465,9.4426804,2.3619487
3/4/2008,ERCOT,519490.081,9.0486069,1.8205159
3/4/2008,WECC,890066.018,9.0089836,1.8072048
3/5/2008,EAST,5303636.489,9.6516409,2.3619487
3/5/2008,ERCOT,489658.17,9.2010374,1.8205159
3/5/2008,WECC,868787.027,9.0748911,1.8072048
3/6/2008,EAST,5338594.215,9.8899088,2.3619487
3/6/2008,ERCOT,515050.548,9.5113211,1.8205159
3/6/2008,WECC,865967.992,9.3754263,1.8072048
3/7/2008,EAST,5387707.037,10.075457,2.3619487
3/7/2008,ERCOT,544394.036,9.5525703,1.8205159
3/7/2008,WECC,875896.057,9.3649521,1.8072048
3/8/2008,EAST,5104766.14,10.075457,2.3619487
3/8/2008,ERCOT,508624.244,9.5525703,1.8205159
3/8/2008,WECC,822223.22,9.3649521,1.8072048
3/9/2008,EAST,5041401.681,10.075457,2.3619487
3/9/2008,ERCOT,464571.459,9.5525703,1.8205159
3/9/2008,WECC,831251.875,9.3649521,1.8072048
3/10/2008,EAST,5228617.68,9.7345848,2.3619487
3/10/2008,ERCOT,485945.447,9.2903109,1.8205159
3/10/2008,WECC,902123.844,9.1337614,1.8072048
3/11/2008,EAST,5101303.243,9.8827267,2.3619487
3/11/2008,ERCOT,488225.375,9.5200939,1.8205159
3/11/2008,WECC,901609.544,9.373805,1.8072048
3/12/2008,EAST,5010736.934,9.7865458,2.3619487
3/12/2008,ERCOT,468310.357,9.3299141,1.8205159
3/12/2008,WECC,876468.152,9.1987267,1.8072048
3/13/2008,EAST,4956874.026,9.8395138,2.3619487
3/13/2008,ERCOT,458700.296,9.3944397,1.8205159
3/13/2008,WECC,859182.392,9.0527439,1.8072048
3/14/2008,EAST,4839706.849,9.9746771,2.3619487
3/14/2008,ERCOT,468913.293,9.4985542,1.8205159
3/14/2008,WECC,859812.918,9.1341019,1.8072048
3/15/2008,EAST,4627038.165,9.9746771,2.3619487
3/15/2008,ERCOT,456296.468,9.4985542,1.8205159
3/15/2008,WECC,829296.913,9.1341019,1.8072048
3/16/2008,EAST,4661005.748,9.9746771,2.3619487
3/16/2008,ERCOT,438633.728,9.4985542,1.8205159
3/16/2008,WECC,843278.294,9.1341019,1.8072048
3/17/2008,EAST,5147814.169,9.6643982,2.3619487
3/17/2008,ERCOT,501723.652,9.215538,1.8205159
3/17/2008,WECC,885222.226,9.1058989,1.8072048
3/18/2008,EAST,5087043.858,9.2084951,2.3619487
3/18/2008,ERCOT,482836.969,8.6054802,1.8205159
3/18/2008,WECC,880289.831,8.7078857,1.8072048
3/19/2008,EAST,5037795.894,9.2592621,2.3619487
3/19/2008,ERCOT,477058.622,8.7840309,1.8205159
3/19/2008,WECC,873868.051,8.6558905,1.8072048
3/20/2008,EAST,4995511.672,8.750824,2.3619487
3/20/2008,ERCOT,457820.787,8.2412043,1.8205159
3/20/2008,WECC,876972.029,7.9348931,1.8072048
3/21/2008,EAST,4797737.555,8.750824,2.3619487
3/21/2008,ERCOT,455790.747,8.2412043,1.8205159
3/21/2008,WECC,887259.501,7.9348931,1.8072048
3/22/2008,EAST,4637094.948,8.750824,2.3619487
3/22/2008,ERCOT,447464.064,8.2412043,1.8205159
3/22/2008,WECC,901005.624,7.9348931,1.8072048
3/23/2008,EAST,4611124.89,8.750824,2.3619487
3/23/2008,ERCOT,419970.28,8.2412043,1.8205159
3/23/2008,WECC,882690.858,7.9348931,1.8072048
3/24/2008,EAST,5193895.007,9.15411,2.3619487
3/24/2008,ERCOT,466206.713,8.6803761,1.8205159
3/24/2008,WECC,903961.939,8.6232557,1.8072048
3/25/2008,EAST,5231721.743,9.378891,2.3619487
3/25/2008,ERCOT,460818.604,8.9244385,1.8205159
3/25/2008,WECC,890972.817,8.7283678,1.8072048
3/26/2008,EAST,5056258.162,9.3706179,2.3619487
3/26/2008,ERCOT,467927.204,8.9000797,1.8205159
3/26/2008,WECC,874484.699,8.7196321,1.8072048
3/27/2008,EAST,5016595.103,9.4236183,2.3619487
3/27/2008,ERCOT,484845.648,8.9163151,1.8205159
3/27/2008,WECC,893182.098,8.7836132,1.8072048
3/28/2008,EAST,5017780.003,9.5374908,2.3619487
3/28/2008,ERCOT,481064.859,9.0708532,1.8205159
3/28/2008,WECC,913951.086,8.9426842,1.8072048
3/29/2008,EAST,4711281.4,9.5374908,2.3619487
3/29/2008,ERCOT,493247.005,9.0708532,1.8205159
3/29/2008,WECC,876762.289,8.9426842,1.8072048
3/30/2008,EAST,4678192.188,9.5374908,2.3619487
3/30/2008,ERCOT,505368.326,9.0708532,1.8205159
3/30/2008,WECC,867407.313,8.9426842,1.8072048
3/31/2008,EAST,5038466.421,10.04522,2.3619487
3/31/2008,ERCOT,553438.556,9.62218,1.8205159
3/31/2008,WECC,913148.701,9.6061687,1.8072048
4/1/2008,EAST,5043489.921,10.203945,2.4566848
4/1/2008,ERCOT,562210.997,9.7434216,1.7528669
4/1/2008,WECC,924672.259,9.6569061,1.9035207
4/2/2008,EAST,5083031.835,9.8287516,2.4566848
4/2/2008,ERCOT,568575.304,9.4275293,1.7528669
4/2/2008,WECC,916487.559,9.3497334,1.9035207
4/3/2008,EAST,5142052.345,9.8763962,2.4566848
4/3/2008,ERCOT,544875.916,9.4823837,1.7528669
4/3/2008,WECC,903942.692,9.4077244,1.9035207
4/4/2008,EAST,5037765.455,9.5191755,2.4566848
4/4/2008,ERCOT,546342.659,9.1641979,1.7528669
4/4/2008,WECC,880200.208,8.9348526,1.9035207
4/5/2008,EAST,4446134.814,9.5191755,2.4566848
4/5/2008,ERCOT,498320.704,9.1641979,1.7528669
4/5/2008,WECC,841707.854,8.9348526,1.9035207
4/6/2008,EAST,4333278.233,9.5191755,2.4566848
4/6/2008,ERCOT,516311.046,9.1641979,1.7528669
4/6/2008,WECC,844068.715,8.9348526,1.9035207
4/7/2008,EAST,4789054.844,9.714735,2.4566848
4/7/2008,ERCOT,571958.829,9.3115988,1.7528669
4/7/2008,WECC,889129.123,9.0903931,1.9035207
4/8/2008,EAST,4827936.221,9.9539452,2.4566848
4/8/2008,ERCOT,591503.619,9.5978651,1.7528669
4/8/2008,WECC,917513.834,9.3395338,1.9035207
4/9/2008,EAST,4883988.294,10.080951,2.4566848
4/9/2008,ERCOT,580629.954,9.7183533,1.7528669
4/9/2008,WECC,886371.641,9.4628973,1.9035207
4/10/2008,EAST,4907234.261,10.38265,2.4566848
4/10/2008,ERCOT,573512.297,10.007148,1.7528669
4/10/2008,WECC,870559.47,9.6583662,1.9035207
4/11/2008,EAST,4876543.955,10.247725,2.4566848
4/11/2008,ERCOT,588555.086,9.8690586,1.7528669
4/11/2008,WECC,856251.037,9.5319357,1.9035207
4/12/2008,EAST,4516753.68,10.247725,2.4566848
4/12/2008,ERCOT,535453.647,9.8690586,1.7528669
4/12/2008,WECC,815901.202,9.5319357,1.9035207
4/13/2008,EAST,4478033.025,10.247725,2.4566848
4/13/2008,ERCOT,521904.763,9.8690586,1.7528669
4/13/2008,WECC,833708.135,9.5319357,1.9035207
4/14/2008,EAST,4913803.547,10.205458,2.4566848
4/14/2008,ERCOT,546335.85,9.8402357,1.7528669
4/14/2008,WECC,866095.815,9.6463108,1.9035207
4/15/2008,EAST,4890285.791,10.249422,2.4566848
4/15/2008,ERCOT,517855.846,9.909049,1.7528669
4/15/2008,WECC,849139.65,9.7203407,1.9035207
4/16/2008,EAST,4836480.708,10.179283,2.4566848
4/16/2008,ERCOT,516564.086,9.8427658,1.7528669
4/16/2008,WECC,840985.719,9.7126293,1.9035207
4/17/2008,EAST,4797429.363,10.305922,2.4566848
4/17/2008,ERCOT,529805.425,9.9450855,1.7528669
4/17/2008,WECC,866526.545,9.869359,1.9035207
4/18/2008,EAST,4706259.301,10.142938,2.4566848
4/18/2008,ERCOT,532284.459,9.8206882,1.7528669
4/18/2008,WECC,876075.917,9.7210007,1.9035207
4/19/2008,EAST,4308064.594,10.142938,2.4566848
4/19/2008,ERCOT,510553.702,9.8206882,1.7528669
4/19/2008,WECC,805008.819,9.7210007,1.9035207
4/20/2008,EAST,4234868.332,10.142938,2.4566848
4/20/2008,ERCOT,508863.555,9.8206882,1.7528669
4/20/2008,WECC,803455.837,9.7210007,1.9035207
4/21/2008,EAST,4820994.353,10.564649,2.4566848
4/21/2008,ERCOT,604716.264,10.237233,1.7528669
4/21/2008,WECC,849306.416,10.154512,1.9035207
4/22/2008,EAST,4888139.693,10.562155,2.4566848
4/22/2008,ERCOT,638320.38,10.214775,1.7528669
4/22/2008,WECC,858047.772,10.087205,1.9035207
4/23/2008,EAST,4906054.962,10.393263,2.4566848
4/23/2008,ERCOT,602067.137,10.081828,1.7528669
4/23/2008,WECC,851622.596,9.9090338,1.9035207
4/24/2008,EAST,4929313.013,10.652704,2.4566848
4/24/2008,ERCOT,602589.169,10.321225,1.7528669
4/24/2008,WECC,837749.722,10.121093,1.9035207
4/25/2008,EAST,4898557.14,10.852747,2.4566848
4/25/2008,ERCOT,595627.85,10.491708,1.7528669
4/25/2008,WECC,819195.113,10.27713,1.9035207
4/26/2008,EAST,4437196.745,10.852747,2.4566848
4/26/2008,ERCOT,560537.803,10.491708,1.7528669
4/26/2008,WECC,799334.527,10.27713,1.9035207
4/27/2008,EAST,4335243.285,10.852747,2.4566848
4/27/2008,ERCOT,478131.13,10.491708,1.7528669
4/27/2008,WECC,812360.63,10.27713,1.9035207
4/28/2008,EAST,4820377.835,11.078824,2.4566848
4/28/2008,ERCOT,523753.604,10.644852,1.7528669
4/28/2008,WECC,884585.982,10.492676,1.9035207
4/29/2008,EAST,4840908.486,11.086865,2.4566848
4/29/2008,ERCOT,501730.856,10.664747,1.7528669
4/29/2008,WECC,868916.702,10.372089,1.9035207
4/30/2008,EAST,4806387.446,10.933954,2.4566848
4/30/2008,ERCOT,514194.642,10.54898,1.7528669
4/30/2008,WECC,863313.105,10.306925,1.9035207
5/1/2008,EAST,4805061.233,10.742102,2.7454977
5/1/2008,ERCOT,554057.449,10.334287,2.5598714
5/1/2008,WECC,840809.749,10.103836,1.8211652
5/2/2008,EAST,4819351.568,10.440486,2.7454977
5/2/2008,ERCOT,586812.803,9.9940424,2.5598714
5/2/2008,WECC,837160.924,9.4755964,1.8211652
5/3/2008,EAST,4393643.187,10.440486,2.7454977
5/3/2008,ERCOT,511458.302,9.9940424,2.5598714
5/3/2008,WECC,803867.151,9.4755964,1.8211652
5/4/2008,EAST,4336084.808,10.440486,2.7454977
5/4/2008,ERCOT,495960.211,9.9940424,2.5598714
5/4/2008,WECC,797939.269,9.4755964,1.8211652
5/5/2008,EAST,4923816.689,10.872741,2.7454977
5/5/2008,ERCOT,545065.739,10.407488,2.5598714
5/5/2008,WECC,846010.75,10.131651,1.8211652
5/6/2008,EAST,5024367.072,11.175076,2.7454977
5/6/2008,ERCOT,556530.842,10.680764,2.5598714
5/6/2008,WECC,835865.751,10.275317,1.8211652
5/7/2008,EAST,5103477.342,11.131672,2.7454977
5/7/2008,ERCOT,578783.194,10.677071,2.5598714
5/7/2008,WECC,812134.335,9.8256836,1.8211652
5/8/2008,EAST,5111607.903,11.354253,2.7454977
5/8/2008,ERCOT,620098.142,10.883208,2.5598714
5/8/2008,WECC,831371.871,10.083339,1.8211652
5/9/2008,EAST,5079172.651,11.313761,2.7454977
5/9/2008,ERCOT,644293.422,10.826908,2.5598714
5/9/2008,WECC,812751.94,9.8755827,1.8211652
5/10/2008,EAST,4654950.112,11.313761,2.7454977
5/10/2008,ERCOT,626795.403,10.826908,2.5598714
5/10/2008,WECC,762474.93,9.8755827,1.8211652
5/11/2008,EAST,4398291.453,11.313761,2.7454977
5/11/2008,ERCOT,546209.786,10.826908,2.5598714
5/11/2008,WECC,731620.722,9.8755827,1.8211652
5/12/2008,EAST,4871621.998,11.364853,2.7454977
5/12/2008,ERCOT,533101.592,10.903232,2.5598714
5/12/2008,WECC,787068.574,10.284119,1.8211652
5/13/2008,EAST,4957055.708,11.159493,2.7454977
5/13/2008,ERCOT,604868.492,10.733043,2.5598714
5/13/2008,WECC,800334.024,10.057137,1.8211652
5/14/2008,EAST,4964483.638,11.518349,2.7454977
5/14/2008,ERCOT,604886.691,11.065088,2.5598714
5/14/2008,WECC,836567.534,10.485401,1.8211652
5/15/2008,EAST,5021722.948,11.449713,2.7454977
5/15/2008,ERCOT,575740.359,11.026246,2.5598714
5/15/2008,WECC,890263.73,10.563797,1.8211652
5/16/2008,EAST,4922539.805,11.339222,2.7454977
5/16/2008,ERCOT,552382.093,10.888798,2.5598714
5/16/2008,WECC,928303.21,10.555884,1.8211652
5/17/2008,EAST,4488561.7,11.339222,2.7454977
5/17/2008,ERCOT,510772.907,10.888798,2.5598714
5/17/2008,WECC,871750.527,10.555884,1.8211652
5/18/2008,EAST,4377273.849,11.339222,2.7454977
5/18/2008,ERCOT,539667.955,10.888798,2.5598714
5/18/2008,WECC,861014.984,10.555884,1.8211652
5/19/2008,EAST,5045312.426,11.151481,2.7454977
5/19/2008,ERCOT,616068.061,10.738498,2.5598714
5/19/2008,WECC,939393.522,10.385327,1.8211652
5/20/2008,EAST,5174870.957,11.073803,2.7454977
5/20/2008,ERCOT,664180.17,10.642716,2.5598714
5/20/2008,WECC,897117.073,10.327551,1.8211652
5/21/2008,EAST,5106272.364,11.473297,2.7454977
5/21/2008,ERCOT,662835.732,11.032565,2.5598714
5/21/2008,WECC,808415.442,10.503336,1.8211652
5/22/2008,EAST,5034377.191,11.544595,2.7454977
5/22/2008,ERCOT,659543.625,11.110244,2.5598714
5/22/2008,WECC,746205.493,10.162716,1.8211652
5/23/2008,EAST,5006644.711,11.449106,2.7454977
5/23/2008,ERCOT,683438.727,11.021842,2.5598714
5/23/2008,WECC,708008.487,9.4126348,1.8211652
5/24/2008,EAST,4558638.246,11.449106,2.7454977
5/24/2008,ERCOT,688823.083,11.021842,2.5598714
5/24/2008,WECC,635390.814,9.4126348,1.8211652
5/25/2008,EAST,4447459.686,11.449106,2.7454977
5/25/2008,ERCOT,658282.427,11.021842,2.5598714
5/25/2008,WECC,606558.389,9.4126348,1.8211652
5/26/2008,EAST,4652902.699,11.449106,2.7454977
5/26/2008,ERCOT,660381.295,11.021842,2.5598714
5/26/2008,WECC,634304.423,9.4126348,1.8211652
5/27/2008,EAST,5252530.395,11.782536,2.7454977
5/27/2008,ERCOT,661772.491,11.394088,2.5598714
5/27/2008,WECC,741454.868,10.55857,1.8211652
5/28/2008,EAST,5197414.247,11.490721,2.7454977
5/28/2008,ERCOT,668072.932,11.138326,2.5598714
5/28/2008,WECC,749538.449,10.104609,1.8211652
5/29/2008,EAST,5192677.217,11.50543,2.7454977
5/29/2008,ERCOT,669083.821,11.18933,2.5598714
5/29/2008,WECC,759604.204,9.4104548,1.8211652
5/30/2008,EAST,5394191.954,11.241568,2.7454977
5/30/2008,ERCOT,672427.775,10.914196,2.5598714
5/30/2008,WECC,748823.92,9.2988367,1.8211652
5/31/2008,EAST,5233056.175,11.241568,2.7454977
5/31/2008,ERCOT,660852.835,10.914196,2.5598714
5/31/2008,WECC,734137.704,9.2988367,1.8211652
6/1/2008,EAST,5130941.321,11.241568,2.9622734
6/1/2008,ERCOT,668485.224,10.914196,2.5503914
6/1/2008,WECC,728084.529,9.2988367,1.7873455
6/2/2008,EAST,5619925.868,11.83363,2.9622734
6/2/2008,ERCOT,714120.892,11.453191,2.5503914
6/2/2008,WECC,796075.261,10.794697,1.7873455
6/3/2008,EAST,5752689.303,12.288215,2.9622734
6/3/2008,ERCOT,733114.688,11.91849,2.5503914
6/3/2008,WECC,797255.376,11.013778,1.7873455
6/4/2008,EAST,5966615.531,12.136958,2.9622734
6/4/2008,ERCOT,731532.387,11.762543,2.5503914
6/4/2008,WECC,767729.631,10.560625,1.7873455
6/5/2008,EAST,6193754.39,12.369427,2.9622734
6/5/2008,ERCOT,726395.45,12.006775,2.5503914
6/5/2008,WECC,763612.316,10.529774,1.7873455
6/6/2008,EAST,6269437.194,12.659131,2.9622734
6/6/2008,ERCOT,742091.732,12.175368,2.5503914
6/6/2008,WECC,786661.746,10.229319,1.7873455
6/7/2008,EAST,6135410.562,12.659131,2.9622734
6/7/2008,ERCOT,653876.713,12.175368,2.5503914
6/7/2008,WECC,737949.589,10.229319,1.7873455
6/8/2008,EAST,6195580.387,12.659131,2.9622734
6/8/2008,ERCOT,660474.391,12.175368,2.5503914
6/8/2008,WECC,735923.139,10.229319,1.7873455
6/9/2008,EAST,6623576.373,12.874805,2.9622734
