"date","intercn","co2mass","gasprice","coalprice","costratio","load","tlsd","tlmin","tlmax","meant","nonfossil","so2price","netNSflow","yearseason","fit","lwr","upr","fit.transformed","lwr.transformed","upr.transformed"
"8/5/2007","EAST",6230311.645,6.227407,1.8885336,0.30326163,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5062976.29081874,4999365.35890713,5126587.22273034,0.00732960799659943,-0.00532642107132519,0.0199856370645244
"8/6/2007","EAST",7100113.175,6.3289342,1.8885336,0.298396782,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5065065.85081945,5002918.73575377,5127212.96588513,0.00774534679044403,-0.00461944132257841,0.0201101349034665
"8/7/2007","EAST",7410547.146,6.6447721,1.8885336,0.28421345,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071338.34448737,5015266.70088079,5127409.98809395,0.00899332193880098,-0.00216269055850549,0.0201493344361074
"8/8/2007","EAST",7466518.192,6.440496,1.8885336,0.293227975,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067318.24948962,5007091.0427585,5127545.45622074,0.00819348396098252,-0.00378931924850701,0.020176287170472
"8/9/2007","EAST",7266845.528,6.6083732,1.8885336,0.285778896,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5070631.10279071,5013774.70120415,5127487.50437728,0.00885260915246167,-0.00245953876854499,0.0201647570734684
"8/10/2007","EAST",7056280.177,6.6712499,1.8885336,0.283085423,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071850.49910411,5016357.34583481,5127343.65237341,0.00909522020568665,-0.00194569587180493,0.0201361362831782
"8/11/2007","EAST",6465482.292,6.6712499,1.8885336,0.283085423,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071850.49910411,5016357.34583481,5127343.65237341,0.00909522020568665,-0.00194569587180493,0.0201361362831782
"8/12/2007","EAST",6395999.468,6.6712499,1.8885336,0.283085423,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071850.49910411,5016357.34583481,5127343.65237341,0.00909522020568665,-0.00194569587180493,0.0201361362831782
"8/13/2007","EAST",6911226.872,7.2523479,1.8885336,0.260403062,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5082651.68162927,5037411.58423915,5127891.77901939,0.0112442231505943,0.00224325475728904,0.0202451915438997
"8/14/2007","EAST",6700602.37,7.0092802,1.8885336,0.269433315,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5078233.25130954,5029913.67503295,5126552.82758614,0.0103651323892961,0.000751470970906887,0.0199787938076856
"8/15/2007","EAST",6848678.837,7.382061,1.8885336,0.255827417,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5084947.04412203,5039832.60011761,5130061.48812645,0.0117009084019613,0.0027249400024314,0.0206768768014909
"8/16/2007","EAST",7040023.037,6.991147,1.8885336,0.270132154,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5077897.76100932,5029242.01639074,5126553.5056279,0.010298383249423,0.000617837787992404,0.0199789287108536
"8/17/2007","EAST",6740728.998,7.0467391,1.8885336,0.268001067,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5078923.78637627,5031262.74064542,5126584.83210711,0.0105025212250551,0.00101988102391015,0.0199851614262003
"8/18/2007","EAST",5816284.792,7.0467391,1.8885336,0.268001067,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5078923.78637627,5031262.74064542,5126584.83210711,0.0105025212250551,0.00101988102391015,0.0199851614262003
"8/19/2007","EAST",5815031.803,7.0467391,1.8885336,0.268001067,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5078923.78637627,5031262.74064542,5126584.83210711,0.0105025212250551,0.00101988102391015,0.0199851614262003
"8/20/2007","EAST",6506889.551,6.4080458,1.8885336,0.294712875,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5066667.53755812,5005851.25604149,5127483.81907475,0.00806401833499049,-0.00403598717580977,0.020164023845791
"8/21/2007","EAST",6647943.756,5.9267731,1.8885336,0.318644491,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5056522.99079032,4990435.83041314,5122610.1511675,0.00604565962028691,-0.00710303978742632,0.0191943590280002
"8/22/2007","EAST",6760985.172,5.889854,1.8885336,0.320641836,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5055698.35003804,4989510.12461741,5121886.57545866,0.00588158912142944,-0.00728721818423694,0.0190503964270958
"8/23/2007","EAST",6807908.765,5.8712869,1.8885336,0.32165582,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5055280.59221821,4989058.35218599,5121502.83225042,0.00579847203837081,-0.007377102813377,0.0189740468901185
"8/24/2007","EAST",6777228.81,5.7637591,1.8885336,0.327656581,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5052818.57743205,4986615.75638717,5119021.39847693,0.00530862965180545,-0.00786308159881666,0.0184803409024275
"8/25/2007","EAST",6329186.825,5.7637591,1.8885336,0.327656581,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5052818.57743205,4986615.75638717,5119021.39847693,0.00530862965180545,-0.00786308159881666,0.0184803409024275
"8/26/2007","EAST",5942734.793,5.7637591,1.8885336,0.327656581,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5052818.57743205,4986615.75638717,5119021.39847693,0.00530862965180545,-0.00786308159881666,0.0184803409024275
"8/27/2007","EAST",6491799.191,5.4235229,1.8885336,0.348211602,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5044442.62291907,4980359.20508671,5108526.04075143,0.00364214999803703,-0.00910788485423231,0.0163921848503064
"8/28/2007","EAST",6710953.489,5.645381,1.8885336,0.334527218,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5050015.07056047,4984235.60302696,5115794.53809399,0.0047508440103663,-0.00833663683858032,0.0178383248593128
"8/29/2007","EAST",6764749.961,5.7359829,1.8885336,0.329243241,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5052170.01410598,4986030.31027835,5118309.7179336,0.00517959151228231,-0.00797956193872451,0.018338744963289
"8/30/2007","EAST",6473850.566,5.5832262,1.8885336,0.338251314,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5048499.05670369,4983092.02477289,5113906.08863448,0.00444921793977993,-0.00856416313303898,0.0174625990125989
"8/31/2007","EAST",6104072.374,5.446516,1.8885336,0.346741587,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5045042.23310237,4980742.84429127,5109341.62191346,0.00376144842177006,-0.00903155600982397,0.0165544528533643
"9/1/2007","EAST",5519422.879,5.446516,1.9285507,0.354088871,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5042038.65358415,4978847.48937101,5105229.81779729,0.00316385633267502,-0.00940865576679928,0.0157363684321494
"9/2/2007","EAST",5346298.185,5.446516,1.9285507,0.354088871,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5042038.65358415,4978847.48937101,5105229.81779729,0.00316385633267502,-0.00940865576679928,0.0157363684321494
"9/3/2007","EAST",5734869.07,5.446516,1.9285507,0.354088871,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5042038.65358415,4978847.48937101,5105229.81779729,0.00316385633267502,-0.00940865576679928,0.0157363684321494
"9/4/2007","EAST",6451356.871,5.4230671,1.9285507,0.355619922,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5041410.15170805,4978452.75478779,5104367.54862832,0.00303880961862557,-0.0094871921474069,0.015564811384658
"9/5/2007","EAST",6529358.495,5.895246,1.9285507,0.327136594,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5053031.31709847,4986812.77850266,5119249.85569427,0.00535095632933014,-0.00782388208474305,0.0185257947434034
"9/6/2007","EAST",6593062.385,6.0407848,1.9285507,0.319254992,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5056270.67876755,4990147.74297266,5122393.61456244,0.00599545962795123,-0.00716035765577561,0.019151276911678
"9/7/2007","EAST",6598060.745,5.5210981,1.9285507,0.349305639,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5043996.00639261,4980076.02619979,5107915.98658543,0.00355329118759107,-0.00916422611691325,0.0162708084920953
"9/8/2007","EAST",6033727.408,5.5210981,1.9285507,0.349305639,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5043996.00639261,4980076.02619979,5107915.98658543,0.00355329118759107,-0.00916422611691325,0.0162708084920953
"9/9/2007","EAST",5754726.647,5.5210981,1.9285507,0.349305639,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5043996.00639261,4980076.02619979,5107915.98658543,0.00355329118759107,-0.00916422611691325,0.0162708084920953
"9/10/2007","EAST",6218364.582,5.6578379,1.9285507,0.340863548,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5047436.05950449,4982337.461046,5112534.65796299,0.00423772404953482,-0.00871429110906619,0.0171897392081359
"9/11/2007","EAST",6025078.749,6.0251379,1.9285507,0.320084076,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5055928.39267987,4989763.78661984,5122092.9987399,0.00592735839841385,-0.00723674959999099,0.0190914663968189
"9/12/2007","EAST",5760994.133,6.1212721,1.9285507,0.315057176,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5058010.54746667,4992223.96992094,5123797.12501239,0.00634162385112291,-0.00674727160563626,0.0194305193078821
"9/13/2007","EAST",5749801.245,6.192811,1.9285507,0.311417658,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5059529.46486889,4994213.48589908,5124845.44383869,0.006643827611021,-0.00635143756746337,0.0196390927895054
"9/14/2007","EAST",5682309.32,6.11691,1.9285507,0.31528185,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5057917.11730015,4992107.06203399,5123727.17256632,0.00632303498805054,-0.00677053159524843,0.0194166015713497
"9/15/2007","EAST",5048178.28,6.11691,1.9285507,0.31528185,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5057917.11730015,4992107.06203399,5123727.17256632,0.00632303498805054,-0.00677053159524843,0.0194166015713497
"9/16/2007","EAST",4793625.986,6.11691,1.9285507,0.31528185,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5057917.11730015,4992107.06203399,5123727.17256632,0.00632303498805054,-0.00677053159524843,0.0194166015713497
"9/17/2007","EAST",5485007.721,6.2937002,1.9285507,0.306425575,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5061631.42877662,4997249.09654936,5126013.76100388,0.00706203428582608,-0.00574747256531183,0.0198715411369641
"9/18/2007","EAST",5671434.388,6.2122922,1.9285507,0.31044108,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5059938.88138556,4994778.82165727,5125098.94111386,0.00672528510865922,-0.00623895838230248,0.0196895285996208
"9/19/2007","EAST",5739174.791,6.1019249,1.9285507,0.316056119,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5057595.41998568,4991709.29530036,5123481.54467101,0.00625903010020101,-0.00684967125240854,0.0193677314528105
"9/20/2007","EAST",5804421.32,5.9876781,1.9285507,0.32208657,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5055103.29415432,4988870.03268865,5121336.55561998,0.00576319682100102,-0.00741457085480968,0.0189409644968119
"9/21/2007","EAST",5886587.397,5.939496,1.9285507,0.324699385,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5054029.85344346,4987772.03736911,5120287.6695178,0.00554962508999446,-0.00763302797000787,0.0187322781499968
"9/22/2007","EAST",5605231.283,5.939496,1.9285507,0.324699385,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5054029.85344346,4987772.03736911,5120287.6695178,0.00554962508999446,-0.00763302797000787,0.0187322781499968
"9/23/2007","EAST",5464577.004,5.939496,1.9285507,0.324699385,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5054029.85344346,4987772.03736911,5120287.6695178,0.00554962508999446,-0.00763302797000787,0.0187322781499968
"9/24/2007","EAST",6134186.229,6.1664319,1.9285507,0.312749858,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5058972.25767583,4993464.02910317,5124480.48624848,0.00653296568492867,-0.00650054946865963,0.0195664808385172
"9/25/2007","EAST",6140847.691,6.5749931,1.9285507,0.293316004,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067279.58849189,5007016.63782812,5127542.53915565,0.00818579197005564,-0.00380412285117881,0.0201757067912904
"9/26/2007","EAST",5926486.967,6.451087,1.9285507,0.298949727,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5064826.9333635,5002496.47876266,5127157.38796433,0.00769781178071294,-0.00470345356061708,0.0200990771220431
"9/27/2007","EAST",5845251.652,6.242063,1.9285507,0.308960467,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5060561.21322711,4995662.11793274,5125460.30852147,0.00684910423282181,-0.00606321778234487,0.0197614262479884
"9/28/2007","EAST",5558946.483,6.0620708,1.9285507,0.318133978,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5056734.15896615,4990680.27740658,5122788.04052573,0.0060876736340929,-0.00705440462108708,0.0192297518892728
"9/29/2007","EAST",4970186.887,6.0620708,1.9285507,0.318133978,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5056734.15896615,4990680.27740658,5122788.04052573,0.0060876736340929,-0.00705440462108708,0.0192297518892728
"9/30/2007","EAST",4876961.239,6.0620708,1.9285507,0.318133978,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5056734.15896615,4990680.27740658,5122788.04052573,0.0060876736340929,-0.00705440462108708,0.0192297518892728
"10/1/2007","EAST",5458444.729,6.1248779,1.8897876,0.308542902,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5060737.08563289,4995916.99932728,5125557.1719385,0.00688409580129812,-0.00601250658788288,0.0197806981904791
"10/2/2007","EAST",5599915.874,6.6426601,1.8897876,0.284492594,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071211.93540461,5014998.74893474,5127425.12187449,0.00896817159156149,-0.00221600226949759,0.0201523454526207
"10/3/2007","EAST",5713141.55,7.045712,1.8897876,0.268218116,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5078818.88548474,5031060.9492263,5126576.82174318,0.0104816501468847,0.000979732609333261,0.0199835676844362
"10/4/2007","EAST",5952107.733,6.9136429,1.8897876,0.273341801,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5076369.25858262,5026079.06851352,5126659.44865172,0.00999427245334839,-1.14622249369756e-05,0.0200000071316335
"10/5/2007","EAST",6038771.457,6.77774,1.8897876,0.278822675,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5073805.85208869,5020571.28725609,5127040.41692129,0.00948425717570389,-0.00110729021548939,0.0200758045668974
"10/6/2007","EAST",5708105.997,6.77774,1.8897876,0.278822675,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5073805.85208869,5020571.28725609,5127040.41692129,0.00948425717570389,-0.00110729021548939,0.0200758045668974
"10/7/2007","EAST",5593888.637,6.77774,1.8897876,0.278822675,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5073805.85208869,5020571.28725609,5127040.41692129,0.00948425717570389,-0.00110729021548939,0.0200758045668974
"10/8/2007","EAST",5972967.31,6.8423352,1.8897876,0.276190444,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075029.76605245,5023217.23881148,5126842.29329343,0.0097277670605076,-0.000580851774940383,0.0200363858959556
"10/9/2007","EAST",5722930.33,6.8279471,1.8897876,0.276772443,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5074758.03059663,5022631.11950942,5126884.94168384,0.0096737025825262,-0.000697466053355855,0.020044871218408
"10/10/2007","EAST",5397836.132,6.8653359,1.8897876,0.275265133,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075463.13061491,5024148.96210658,5126777.29912323,0.00981398926060084,-0.000395476136638928,0.0200234546578406
"10/11/2007","EAST",5197958.546,6.8808169,1.8897876,0.27464582,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075754.10964565,5024771.83959648,5126736.37969482,0.00987188243965953,-0.000271548450297754,0.0200153133296166
"10/12/2007","EAST",5034226.007,6.4488802,1.8897876,0.293041201,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067400.31369488,5007249.28539082,5127551.34199894,0.00820981145275135,-0.00375783529921936,0.0201774582047223
"10/13/2007","EAST",4700241.737,6.4488802,1.8897876,0.293041201,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067400.31369488,5007249.28539082,5127551.34199894,0.00820981145275135,-0.00375783529921936,0.0201774582047223
"10/14/2007","EAST",4638648.601,6.4488802,1.8897876,0.293041201,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067400.31369488,5007249.28539082,5127551.34199894,0.00820981145275135,-0.00375783529921936,0.0201774582047223
"10/15/2007","EAST",5187293.119,7.104795,1.8897876,0.265987632,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5079901.17561111,5033080.64688678,5126721.70433544,0.0106969825573306,0.00138157159409991,0.0200123935205616
"10/16/2007","EAST",5256551.076,7.26893,1.8897876,0.259981538,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5082861.5942713,5037683.40776361,5128039.78077899,0.0112859873634339,0.00229733675740307,0.0202746379694647
"10/17/2007","EAST",5306387.861,7.085885,1.8897876,0.26669747,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5079555.71716586,5032451.69093047,5126659.74340125,0.0106282501556276,0.00125643453626489,0.0200000657749904
"10/18/2007","EAST",5422979.605,7.133419,1.8897876,0.264920314,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5080422.39542559,5033998.35659713,5126846.43425404,0.0108006844356807,0.00156415909000818,0.0200372097813533
"10/19/2007","EAST",5289870.772,6.870553,1.8897876,0.275056113,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075561.2533147,5024359.2816911,5126763.2249383,0.00983351174995195,-0.000353630958534468,0.0200206544584383
"10/20/2007","EAST",4731164.031,6.870553,1.8897876,0.275056113,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075561.2533147,5024359.2816911,5126763.2249383,0.00983351174995195,-0.000353630958534468,0.0200206544584383
"10/21/2007","EAST",4659907.084,6.870553,1.8897876,0.275056113,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075561.2533147,5024359.2816911,5126763.2249383,0.00983351174995195,-0.000353630958534468,0.0200206544584383
"10/22/2007","EAST",5266224.083,6.6708622,1.8897876,0.283289857,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5071757.52088974,5016158.78604704,5127356.25573245,0.00907672126299919,-0.00198520132110769,0.0201386438471063
"10/23/2007","EAST",5300833.523,6.3011608,1.8897876,0.299911026,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5064412.46225829,5001773.59477313,5127051.32974346,0.00761534862229629,-0.00484727853706934,0.0200779757816618
"10/24/2007","EAST",5168580.965,6.2024479,1.8897876,0.304684155,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5062370.33562808,4998395.05661494,5126345.61464121,0.00720904717039605,-0.00551947238570694,0.0199375667264992
"10/25/2007","EAST",5053766.082,6.5942998,1.8897876,0.286578963,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5070271.18967372,5013022.69173596,5127519.68761148,0.00878100084971112,-0.00260915854933985,0.020171160248762
"10/26/2007","EAST",4937409.455,6.4630389,1.8897876,0.29239923,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067682.75564998,5007797.05880967,5127568.4524903,0.00826600609550199,-0.0036488503165556,0.0201808625075595
"10/27/2007","EAST",4615990.093,6.4630389,1.8897876,0.29239923,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067682.75564998,5007797.05880967,5127568.4524903,0.00826600609550199,-0.0036488503165556,0.0201808625075595
"10/28/2007","EAST",4514035.71,6.4630389,1.8897876,0.29239923,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5067682.75564998,5007797.05880967,5127568.4524903,0.00826600609550199,-0.0036488503165556,0.0201808625075595
"10/29/2007","EAST",5002035.787,6.774931,1.8897876,0.27893828,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5073752.39426528,5020455.54881655,5127049.23971401,0.00947362120879292,-0.00113031753188109,0.0200775599494669
"10/30/2007","EAST",5041178.626,7.1040611,1.8897876,0.266015111,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5079887.78463432,5033056.5632272,5126719.00604144,0.0106943182889987,0.00137677990992624,0.0200118566680714
"10/31/2007","EAST",5017740.077,7.245729,1.8897876,0.260814005,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5082447.34456812,5037138.04115463,5127756.64798161,0.0112035682551561,0.0021888306335569,0.0202183058767553
"11/1/2007","EAST",5021478.086,7.0684571,1.9441943,0.275052147,7456083.96597575,37871.5511271021,249989.241482206,357810.864294095,56.5231245334376,70427030.3965585,236.056559888271,2871794.22045366,20091.516229957,5075563.11594208,5024363.271512,5126762.96037215,0.0098338823382369,-0.000352837143891449,0.0200206018203652
