date,intercn,co2mass,gasprice,coalprice,tlsd,tlmin,tlmax,load,nonfossil,meant,netNSflow,so2price
5/12/2007,EAST,4875855.75,7.5781322,1.8884822,37302.68,218714.63,320863.28,6591163.5,66598508,67.632988,3451728.3,591.33331
5/12/2007,ERCOT,540541.665,7.2454152,1.8587891,6609.1763,24329,42408,805018,4379829,73.402786,0,591.33331
5/12/2007,WECC,776028.068,6.8865991,1.6205668,8929.667,56440.109,79664.773,1674593.5,27352868,64.064255,163703,591.33331
5/13/2007,EAST,4640431.974,7.5781322,1.8884822,34053.043,207252.56,296964,6198255,66598508,64.00972,3451728.3,591.33331
5/13/2007,ERCOT,548490.629,7.2454152,1.8587891,6706.1113,24384,42371,800859,4379829,75.32489,0,591.33331
5/13/2007,WECC,735760.529,6.8865991,1.6205668,8286.8896,55041.906,76931.742,1606253.3,27352868,62.864006,163703,591.33331
5/14/2007,EAST,5175574.68,7.9303389,1.8884822,46695.535,216932.3,345672.72,7041679,66598508,63.388725,3451728.3,591.33331
5/14/2007,ERCOT,586253.695,7.6809511,1.8587891,8077.2778,25436,48417,898945,4379829,76.546494,0,591.33331
5/14/2007,WECC,833337.718,7.3333578,1.6205668,11752.078,55899.195,88550.953,1802292.8,27352868,63.284889,163703,591.33331
5/15/2007,EAST,5276137.397,7.7694402,1.8884822,42978.395,226976.42,347455.84,7147562,66598508,67.847046,3451728.3,591.33331
5/15/2007,ERCOT,584217.868,7.487637,1.8587891,7587.7681,26602,48377,904295,4379829,76.911072,0,591.33331
5/15/2007,WECC,827029.964,7.159647,1.6205668,11026.667,57648.883,87974.977,1807657.8,27352868,64.264305,163703,591.33331
5/16/2007,EAST,5151776.155,7.7244301,1.8884822,35849.348,225029.77,324827.81,6880448,66598508,66.072159,3451728.3,591.33331
5/16/2007,ERCOT,552285.279,7.413764,1.8587891,5452.856,26223,42042,826265,4379829,74.371178,0,591.33331
5/16/2007,WECC,814384.098,7.063056,1.6205668,10924.277,57434.184,87496,1803043.8,27352868,64.26107,163703,591.33331
5/17/2007,EAST,4995333.273,7.7932959,1.8884822,33715.164,217203.59,310965.16,6648651,66598508,60.149464,3451728.3,591.33331
5/17/2007,ERCOT,540052.545,7.4546509,1.8587891,5168.791,24584,39750,785246,4379829,69.978149,0,591.33331
5/17/2007,WECC,814390.393,7.1125731,1.6205668,11040.53,57558.785,88090.961,1810885.1,27352868,64.23204,163703,591.33331
5/18/2007,EAST,4805785.576,7.9074612,1.8884822,30780.916,216742.31,301867.22,6511581.5,66598508,57.388252,3451728.3,591.33331
5/18/2007,ERCOT,539344.897,7.5457749,1.8587891,5081.8228,24311,39364,779956,4379829,69.403633,0,591.33331
5/18/2007,WECC,808824.152,7.1157861,1.6205668,10719.934,57904.117,88016.016,1802590.4,27352868,64.321083,163703,591.33331
5/19/2007,EAST,4447115.709,7.9074612,1.8884822,25728.113,209628.52,279977.06,6029955.5,66598508,58.467304,3451728.3,591.33331
5/19/2007,ERCOT,518648.206,7.5457749,1.8587891,4536.2915,23933,36737,732043,4379829,69.803436,0,591.33331
5/19/2007,WECC,795410.889,7.1157861,1.6205668,8997,56770.832,80684.727,1684831.1,27352868,65.152496,163703,591.33331
5/20/2007,EAST,4409303.953,7.9074612,1.8884822,34108.422,201035.86,290978.59,5970994,66598508,61.831543,3451728.3,591.33331
5/20/2007,ERCOT,505631.414,7.5457749,1.8587891,5099.0381,23509,36595,731135,4379829,70.609276,0,591.33331
5/20/2007,WECC,784304.712,7.1157861,1.6205668,8760.9795,55444.973,77948.172,1628318.3,27352868,64.171326,163703,591.33331
5/21/2007,EAST,5079975.432,7.715941,1.8884822,46471.254,211342.64,340884.47,6886450,66598508,63.156689,3451728.3,591.33331
5/21/2007,ERCOT,546662.697,7.3863111,1.8587891,5123.9814,25049,39090,810452,4379829,71.832848,0,591.33331
5/21/2007,WECC,819918.615,7.1595922,1.6205668,10409.604,56112.055,83968.672,1767861.8,27352868,62.37838,163703,591.33331
5/22/2007,EAST,5292204.868,7.6844239,1.8884822,46149.273,221908.41,352201.44,7127326,66598508,65.45742,3451728.3,591.33331
5/22/2007,ERCOT,553108.463,7.3057661,1.8587891,5485.5439,26250,42312,845453,4379829,72.948143,0,591.33331
5/22/2007,WECC,806643.399,7.0738769,1.6205668,9533.0039,57347.824,83174.203,1758104.4,27352868,60.862072,163703,591.33331
5/23/2007,EAST,5455727.332,7.6500988,1.8884822,48119.367,227300.73,362077.28,7324305,66598508,68.649521,3451728.3,591.33331
5/23/2007,ERCOT,563059.336,7.2694869,1.8587891,6408.7803,27429,45948,902567,4379829,75.371498,0,591.33331
5/23/2007,WECC,835413.059,6.9196429,1.6205668,10020.836,57186.969,84875.008,1767664.9,27352868,60.987167,163703,591.33331
5/24/2007,EAST,5529478.309,7.708941,1.8884822,47171.902,230652.59,363538.84,7376457,66598508,70.140282,3451728.3,591.33331
5/24/2007,ERCOT,563175.077,7.3241081,1.8587891,5293.7183,28887,44573,883482,4379829,76.860176,0,591.33331
5/24/2007,WECC,851718.305,6.8073812,1.6205668,11019.83,57392.953,87812.617,1800054.6,27352868,62.766842,163703,591.33331
5/25/2007,EAST,5457224.879,7.4627018,1.8884822,44789.844,229725.88,356176,7239904.5,66598508,70.10463,3451728.3,591.33331
5/25/2007,ERCOT,545071.839,7.1292939,1.8587891,4025.1624,26401,37868,796043,4379829,74.062477,0,591.33331
5/25/2007,WECC,859484.256,6.2426271,1.6205668,10975.727,57602.77,88328.164,1803264.5,27352868,64.794991,163703,591.33331
5/26/2007,EAST,4965652.997,7.4627018,1.8884822,39656.301,218420.33,325149.84,6650048.5,66598508,70.00882,3451728.3,591.33331
5/26/2007,ERCOT,524612.493,7.1292939,1.8587891,3674.0806,25288,34898,742895,4379829,73.152016,0,591.33331
5/26/2007,WECC,801170.427,6.2426271,1.6205668,9013.9111,56495.191,80595.164,1672708,27352868,65.786163,163703,591.33331
5/27/2007,EAST,4833458.254,7.4627018,1.8884822,39029.75,210003.11,315502.81,6410558,66598508,69.994019,3451728.3,591.33331
5/27/2007,ERCOT,517031.888,7.1292939,1.8587891,3778.8042,25075,34747,732463,4379829,73.68586,0,591.33331
5/27/2007,WECC,783380.361,6.2426271,1.6205668,8629.1553,55015.512,77672.781,1618768.6,27352868,65.45327,163703,591.33331
5/28/2007,EAST,4983421.11,7.4627018,1.8884822,45947.441,209878.06,328893.25,6588393,66598508,70.27317,3451728.3,591.33331
5/28/2007,ERCOT,521134.34,7.1292939,1.8587891,4616.8359,24885,36771,756068,4379829,73.757149,0,591.33331
5/28/2007,WECC,794980.694,6.2426271,1.6205668,9683.3125,55697.762,80522.344,1657646.4,27352868,64.393982,163703,591.33331
5/29/2007,EAST,5624496.412,7.5902939,1.8884822,57639.957,223131.97,382793.97,7528325.5,66598508,70.569511,3451728.3,591.33331
5/29/2007,ERCOT,559049.73,7.2322192,1.8587891,6735.1602,25600,44691,863194,4379829,74.916847,0,591.33331
5/29/2007,WECC,867719.047,6.891171,1.6205668,11808.073,56108.531,89110.938,1804896.5,27352868,64.37468,163703,591.33331
5/30/2007,EAST,5782809.869,7.857945,1.8884822,53698.336,236672.67,386453.19,7697921,66598508,71.539734,3451728.3,591.33331
5/30/2007,ERCOT,581602.308,7.472815,1.8587891,6165.3784,27309,45316,881197,4379829,76.324402,0,591.33331
5/30/2007,WECC,876198.306,6.9741669,1.6205668,11332.252,57770.891,89147.297,1817642.9,27352868,65.132576,163703,591.33331
5/31/2007,EAST,5851525.137,7.8608999,1.8884822,53549.59,239735.86,390096.72,7787906,66598508,72.865288,3451728.3,591.33331
5/31/2007,ERCOT,597011.758,7.5484152,1.8587891,7636.2886,27238,49222,919797,4379829,76.571259,0,591.33331
5/31/2007,WECC,898104.501,7.0008588,1.6205668,11510.114,58283.254,90650.648,1835466.9,27352868,65.835167,163703,591.33331
6/1/2007,EAST,5790205.773,7.5717282,1.8695749,52030.387,245269.08,394032.25,7833307,70121216,73.482483,2944229.5,595.86359
6/1/2007,ERCOT,584466.848,7.2330961,1.8167105,6910.6323,28713,48685,931204,4300267,78.306038,0,595.86359
6/1/2007,WECC,907466.921,6.4833422,1.519423,11163.013,58064.219,89583.469,1822118.4,24505032,67.344017,221554.25,595.86359
6/2/2007,EAST,5291324.687,7.5717282,1.8695749,43356.738,235551.91,353010.88,7220649.5,70121216,73.606728,2944229.5,595.86359
6/2/2007,ERCOT,563639.626,7.2330961,1.8167105,6546,27318,45162,869388,4300267,77.953384,0,595.86359
6/2/2007,WECC,882640.891,6.4833422,1.519423,9428.6514,57989.055,82834.531,1723297.1,24505032,68.51252,221554.25,595.86359
6/3/2007,EAST,4963648.149,7.5717282,1.8695749,38031.828,224818.3,325987.16,6757165.5,70121216,71.762596,2944229.5,595.86359
6/3/2007,ERCOT,567827.793,7.2330961,1.8167105,6863.5322,26506,45425,855693,4300267,77.974068,0,595.86359
6/3/2007,WECC,872025.846,6.4833422,1.519423,10743.023,56108.371,84581.07,1707778.9,24505032,69.59832,221554.25,595.86359
6/4/2007,EAST,5495386.927,7.813292,1.8695749,51366.836,230682.16,372055.19,7506019,70121216,69.818176,2944229.5,595.86359
6/4/2007,ERCOT,619192.089,7.4812732,1.8167105,7439.3267,27198,47806,909370,4300267,77.511246,0,595.86359
6/4/2007,WECC,909538.471,6.844336,1.519423,13357.336,58184.785,95136.023,1894919.9,24505032,70.313423,221554.25,595.86359
6/5/2007,EAST,5532414.083,7.898427,1.8695749,48198.262,235886.91,369686.94,7520213,70121216,69.254112,2944229.5,595.86359
6/5/2007,ERCOT,620235.29,7.5934319,1.8167105,7686.5522,26964,48627,915606,4300267,77.292068,0,595.86359
6/5/2007,WECC,883458.49,6.9210358,1.519423,10022.694,59880.465,87633.594,1819973,24505032,67.291275,221554.25,595.86359
6/6/2007,EAST,5492626.391,7.9103651,1.8695749,48434.883,234699.7,370209.69,7479521.5,70121216,66.801323,2944229.5,595.86359
6/6/2007,ERCOT,613641.879,7.5837178,1.8167105,8495.8506,27223,51206,955164,4300267,78.241501,0,595.86359
6/6/2007,WECC,841731.589,6.9400449,1.519423,8241.207,57933.473,79995.352,1713444.5,24505032,61.177982,221554.25,595.86359
6/7/2007,EAST,5929659.966,7.9018192,1.8695749,62993.645,241969.28,415248,8126320,70121216,70.00695,2944229.5,595.86359
6/7/2007,ERCOT,672827.471,7.5074611,1.8167105,7741.1323,31450,53172,1031823,4300267,81.210327,0,595.86359
6/7/2007,WECC,831970.219,6.7204061,1.519423,9195.7275,55491.004,80821.453,1703215.3,24505032,58.991337,221554.25,595.86359
6/8/2007,EAST,6025824.873,7.411221,1.8695749,50266.594,265509.34,406798.5,8218423.5,70121216,74.353447,2944229.5,595.86359
6/8/2007,ERCOT,662256.065,7.0349112,1.8167105,6139.1045,33468,51442,1017404,4300267,82.786057,0,595.86359
6/8/2007,WECC,832465.047,5.894279,1.519423,9985.2158,56393.559,84166.57,1741452.9,24505032,61.041256,221554.25,595.86359
6/9/2007,EAST,5454748.52,7.411221,1.8695749,46685.406,238704.64,366990.38,7366327.5,70121216,72.25473,2944229.5,595.86359
6/9/2007,ERCOT,644257.775,7.0349112,1.8167105,7511.1436,30735,50796,981649,4300267,81.892654,0,595.86359
6/9/2007,WECC,809171.553,5.894279,1.519423,9444.6836,55981.352,80840.406,1673444.4,24505032,64.699242,221554.25,595.86359
6/10/2007,EAST,5303330.105,7.411221,1.8695749,48631.512,223429.53,354344.06,7057342,70121216,70.968018,2944229.5,595.86359
6/10/2007,ERCOT,634672.325,7.0349112,1.8167105,7665.793,29404,50146,958234,4300267,82.050247,0,595.86359
6/10/2007,WECC,817358.472,5.894279,1.519423,10340.237,55278.277,82333.781,1671777.3,24505032,66.937485,221554.25,595.86359
6/11/2007,EAST,5945435.712,7.4177742,1.8695749,60799.105,240834.31,408226.81,8015178.5,70121216,72.639145,2944229.5,595.86359
6/11/2007,ERCOT,670865.534,7.1419101,1.8167105,8935.1396,30660,55489,1039992,4300267,81.851036,0,595.86359
6/11/2007,WECC,882180.881,6.434011,1.519423,11576.048,57268.426,89233.063,1821363.9,24505032,66.866447,221554.25,595.86359
6/12/2007,EAST,6030297.075,7.44559,1.8695749,56858.844,250925.67,409240.59,8116996,70121216,73.407295,2944229.5,595.86359
6/12/2007,ERCOT,683129.608,7.1880212,1.8167105,8459.2305,31215,54914,1039425,4300267,81.918465,0,595.86359
6/12/2007,WECC,935401.531,6.433507,1.519423,12371.313,59242.047,93706.43,1879855.5,24505032,67.418289,221554.25,595.86359
6/13/2007,EAST,5973365.176,7.6231079,1.8695749,54809.68,247601.89,400362.06,7968841,70121216,72.055397,2944229.5,595.86359
6/13/2007,ERCOT,674763.722,7.3816609,1.8167105,8265.4102,31294,53604,1033719,4300267,81.931778,0,595.86359
6/13/2007,WECC,981418.03,6.6310372,1.519423,14867.004,59628.008,101087.44,1966736.1,24505032,70.398148,221554.25,595.86359
6/14/2007,EAST,5899767.184,7.488555,1.8695749,53663.758,243570.22,392372.59,7852424,70121216,70.220741,2944229.5,595.86359
6/14/2007,ERCOT,657308.568,7.2667122,1.8167105,7262.5952,30478,50918,980169,4300267,81.648087,0,595.86359
6/14/2007,WECC,1021596.261,6.6397171,1.519423,15900.982,61336.113,105443.12,2042301.3,24505032,72.245651,221554.25,595.86359
6/15/2007,EAST,5820881.067,7.5451651,1.8695749,51267.168,244085.03,387991.47,7769562.5,70121216,70.358398,2944229.5,595.86359
6/15/2007,ERCOT,620914.709,7.2093849,1.8167105,6279.4971,29008,46664,927176,4300267,79.490921,0,595.86359
6/15/2007,WECC,1030673.083,6.4708571,1.519423,15056.687,63085.551,104942.55,2046091.6,24505032,72.876282,221554.25,595.86359
6/16/2007,EAST,5578340.519,7.5451651,1.8695749,52594.891,235200.78,377211.63,7455601,70121216,72.048256,2944229.5,595.86359
6/16/2007,ERCOT,557526.371,7.2093849,1.8167105,3669.6475,28408,38054,817314,4300267,77.956146,0,595.86359
6/16/2007,WECC,963035.695,6.4708571,1.519423,11041.907,61491.504,91172.32,1853469.4,24505032,71.526085,221554.25,595.86359
6/17/2007,EAST,5727854.24,7.5451651,1.8695749,61417.633,231372.58,393815.31,7668967.5,70121216,75.102646,2944229.5,595.86359
6/17/2007,ERCOT,561925.986,7.2093849,1.8167105,4761.3872,26963,39559,808600,4300267,77.37072,0,595.86359
6/17/2007,WECC,936205.215,6.4708571,1.519423,11142.812,57915.578,87881.617,1766651.8,24505032,69.773949,221554.25,595.86359
6/18/2007,EAST,6512608.325,7.7687712,1.8695749,65568.859,261153.8,441027.94,8674056,70121216,76.925766,2944229.5,595.86359
6/18/2007,ERCOT,639323.961,7.4782009,1.8167105,8739.4912,29335,53712,1012959,4300267,79.829765,0,595.86359
6/18/2007,WECC,1019294.168,6.9177308,1.519423,14958.178,59184.918,100705.47,1961333,24505032,69.739952,221554.25,595.86359
6/19/2007,EAST,6430648.899,7.5381579,1.8695749,54532.543,268730.66,422337.75,8459124,70121216,75.887985,2944229.5,595.86359
6/19/2007,ERCOT,682104.636,7.30617,1.8167105,8451.8545,32869,56428,1079912,4300267,83.418221,0,595.86359
6/19/2007,WECC,1010596.445,6.9134498,1.519423,14778.73,61398.852,102481.59,1999496.4,24505032,70.671074,221554.25,595.86359
6/20/2007,EAST,6121774.586,7.4801888,1.8695749,53302.492,255375.27,405702.53,8103761.5,70121216,73.540184,2944229.5,595.86359
6/20/2007,ERCOT,648614.245,7.2856679,1.8167105,5283.9189,33712,48838,983853,4300267,81.795174,0,595.86359
6/20/2007,WECC,1030698.504,6.879077,1.519423,15158.222,62034.215,103837.21,2026584.1,24505032,71.91613,221554.25,595.86359
6/21/2007,EAST,6123386.874,7.295877,1.8695749,59184.449,249116.47,414793.06,8130390.5,70121216,72.006264,2944229.5,595.86359
6/21/2007,ERCOT,619176.305,7.0844941,1.8167105,5874.0049,30406,47183,944072,4300267,79.576103,0,595.86359
6/21/2007,WECC,1055348.351,6.7995601,1.519423,15381.233,62253.723,104361.01,2039448.1,24505032,72.582825,221554.25,595.86359
6/22/2007,EAST,5939816.99,7.063756,1.8695749,51124.867,250842.03,395082.88,7899981.5,70121216,71.603432,2944229.5,595.86359
6/22/2007,ERCOT,601089.043,6.8196249,1.8167105,6196.2192,29550,47818,927543,4300267,79.539268,0,595.86359
6/22/2007,WECC,1047129.983,6.5553279,1.519423,15217.914,62395.055,104569.08,2033133.4,24505032,72.883644,221554.25,595.86359
6/23/2007,EAST,5491672.937,7.063756,1.8695749,45409.109,237462.09,360634.72,7293020.5,70121216,70.102554,2944229.5,595.86359
6/23/2007,ERCOT,589291.004,6.8196249,1.8167105,5224.5718,29038,43175,871018,4300267,79.058914,0,595.86359
6/23/2007,WECC,1012843.759,6.5553279,1.519423,12461.501,61543.621,95360.922,1895386.4,24505032,71.657784,221554.25,595.86359
6/24/2007,EAST,5552833.128,7.063756,1.8695749,51874.148,228571.78,366699.09,7281783,70121216,71.404961,2944229.5,595.86359
6/24/2007,ERCOT,584407.118,6.8196249,1.8167105,6869.3887,26948,44821,869465,4300267,78.67057,0,595.86359
6/24/2007,WECC,990492.545,6.5553279,1.519423,11709.824,59196.855,90638.453,1821295.4,24505032,70.287071,221554.25,595.86359
6/25/2007,EAST,6441143.399,6.886692,1.8695749,67361.047,254139.16,437397.94,8542497,70121216,74.981071,2944229.5,595.86359
6/25/2007,ERCOT,624865.192,6.5961151,1.8167105,5784.4858,29905,46354,930741,4300267,79.257477,0,595.86359
6/25/2007,WECC,1052088.307,6.4313231,1.519423,15314.427,60875.52,103293.28,2014687.3,24505032,70.164169,221554.25,595.86359
6/26/2007,EAST,6797508.779,7.0643749,1.8695749,69786.102,272795,462922.03,9074850,70121216,77.997307,2944229.5,595.86359
6/26/2007,ERCOT,623310.933,6.6557589,1.8167105,6149.3208,30563,47939,958185,4300267,79.940636,0,595.86359
6/26/2007,WECC,1079917.543,6.3823018,1.519423,15174.849,62829.793,104573.51,2043889.1,24505032,71.578972,221554.25,595.86359
6/27/2007,EAST,6778207.165,7.014483,1.8695749,63355.281,282340.56,457718.94,9068406,70121216,79.264076,2944229.5,595.86359
6/27/2007,ERCOT,620555.554,6.5436759,1.8167105,6569.083,29859,48673,947454,4300267,80.414902,0,595.86359
6/27/2007,WECC,1082567.098,6.2240791,1.519423,14810.503,63423.746,104087.71,2042463.5,24505032,71.831497,221554.25,595.86359
6/28/2007,EAST,6451596.582,6.8652511,1.8695749,54222.484,275907.47,427949.69,8602143,70121216,77.275116,2944229.5,595.86359
6/28/2007,ERCOT,597420.57,6.549624,1.8167105,5634.9775,29808,45251,922117,4300267,79.51506,0,595.86359
6/28/2007,WECC,1083756.066,6.2496562,1.519423,15100.353,63643.863,105083.11,2061246.5,24505032,72.200523,221554.25,595.86359
6/29/2007,EAST,5999628.676,6.3784671,1.8695749,45242.891,263548.88,391647.56,8002832.5,70121216,73.249413,2944229.5,595.86359
6/29/2007,ERCOT,623088.121,6.0575552,1.8167105,7239.2378,28636,49059,945127,4300267,78.834404,0,595.86359
6/29/2007,WECC,1082810.406,6.0628862,1.519423,14629.247,64283.32,104722.91,2059152.9,24505032,72.22982,221554.25,595.86359
6/30/2007,EAST,5540074.689,6.3784671,1.8695749,46305.441,242182.41,367346.19,7421927.5,70121216,72.010658,2944229.5,595.86359
6/30/2007,ERCOT,580738.514,6.0575552,1.8167105,5855.1675,29244,45008,901193,4300267,80.492622,0,595.86359
6/30/2007,WECC,1033257.902,6.0628862,1.519423,13534.724,61841.098,98371.359,1938570,24505032,71.923935,221554.25,595.86359
7/1/2007,EAST,5236353.372,6.3784671,1.8671126,42345.055,234230.91,348860.44,7148137.5,72100576,71.395737,2836145.3,547.09088
7/1/2007,ERCOT,581136.223,6.0575552,1.8609483,5152.8555,28473,42992,855443,4381923,80.51355,0,547.09088
7/1/2007,WECC,1026034.631,6.0628862,1.5177919,14761.335,59435.453,99391.742,1912546.8,25660372,73.493782,917439.38,547.09088
7/2/2007,EAST,5565721.922,6.2842689,1.8671126,51429.176,238169.19,379926.47,7617637,72100576,69.460243,2836145.3,547.09088
7/2/2007,ERCOT,608233.079,6.0181131,1.8609483,5536.6826,29228,45078,900899,4381923,79.908615,0,547.09088
7/2/2007,WECC,1137897.895,6.3313198,1.5177919,17751.566,63107.008,111710.49,2137684.3,25660372,75.371078,917439.38,547.09088
7/3/2007,EAST,5719351.489,6.3990479,1.8671126,53033.664,242918.05,390340,7776400.5,72100576,70.674316,2836145.3,547.09088
7/3/2007,ERCOT,602730.054,6.0435681,1.8609483,5786.7188,28789,45876,898461,4381923,79.216667,0,547.09088
7/3/2007,WECC,1160039.727,6.4245982,1.5177919,17309.926,65538.43,112729.05,2167696.8,25660372,76.375969,917439.38,547.09088
7/4/2007,EAST,5447432.729,6.3990479,1.8671126,44461.516,238444.97,360617.97,7261334.5,72100576,72.793343,2836145.3,547.09088
7/4/2007,ERCOT,573997.358,6.0435681,1.8609483,4314.9355,27811,39675,813216,4381923,78.208778,0,547.09088
7/4/2007,WECC,1126034.184,6.4245982,1.5177919,16017.621,62930.051,106773.99,2039161.6,25660372,78.177834,917439.38,547.09088
7/5/2007,EAST,6033724.746,6.340198,1.8671126,63091.504,244841.45,416569.97,8170818,72100576,74.837296,2836145.3,547.09088
7/5/2007,ERCOT,596030.736,5.9228911,1.8609483,5455.4551,27432,42612,865043,4381923,77.50679,0,547.09088
7/5/2007,WECC,1190612.266,6.3204298,1.5177919,19318.713,65131.852,117838.13,2240153.8,25660372,79.803192,917439.38,547.09088
7/6/2007,EAST,6195629.732,6.250699,1.8671126,61496.539,257605.39,427726.41,8386398.5,72100576,75.56665,2836145.3,547.09088
7/6/2007,ERCOT,607990.592,5.6954441,1.8609483,5832.5728,28817,45119,903492,4381923,78.343834,0,547.09088
7/6/2007,WECC,1172480.291,5.883996,1.5177919,16942.137,68711.172,115544.37,2222881.5,25660372,79.742752,917439.38,547.09088
7/7/2007,EAST,5977099.636,6.250699,1.8671126,59612.934,249638.72,410387.88,8071404.5,72100576,75.745094,2836145.3,547.09088
7/7/2007,ERCOT,597797.157,5.6954441,1.8609483,7457.9707,28590,49044,926348,4381923,80.361099,0,547.09088
7/7/2007,WECC,1094789.677,5.883996,1.5177919,13839.354,65697.07,103068.98,2035235.6,25660372,76.908699,917439.38,547.09088
7/8/2007,EAST,6168291.621,6.250699,1.8671126,67540.148,251777.34,431829.59,8361415,72100576,77.933212,2836145.3,547.09088
7/8/2007,ERCOT,604759.095,5.6954441,1.8609483,7187.2842,29116,47959,932410,4381923,81.966499,0,547.09088
7/8/2007,WECC,1045405.845,5.883996,1.5177919,13458.287,62839.531,99469.148,1957834.5,25660372,75.582573,917439.38,547.09088
7/9/2007,EAST,6909379.045,6.6483121,1.8671126,71599.758,282368.31,478144.97,9338396,72100576,79.551208,2836145.3,547.09088
7/9/2007,ERCOT,664204.219,6.1229882,1.8609483,7965.0669,31872,54375,1041838,4381923,82.703232,0,547.09088
7/9/2007,WECC,1089657.453,6.0484891,1.5177919,16035.672,64436.586,109201.11,2121871.3,25660372,75.339813,917439.38,547.09088
7/10/2007,EAST,6839347.176,6.6456819,1.8671126,62829.457,289228.91,460085.59,9218832,72100576,79.442528,2836145.3,547.09088
7/10/2007,ERCOT,687993.516,6.2472301,1.8609483,7947.666,33119,55550,1057319,4381923,83.752235,0,547.09088
7/10/2007,WECC,1090516.305,6.0775919,1.5177919,13475.625,66040.031,103266.67,2073332.1,25660372,75.469223,917439.38,547.09088
7/11/2007,EAST,6506174.203,6.729362,1.8671126,52353.891,283654.38,429027.16,8734878,72100576,77.085564,2836145.3,547.09088
7/11/2007,ERCOT,685852.306,6.3558741,1.8609483,8735.6211,31923,56531,1057836,4381923,83.680222,0,547.09088
7/11/2007,WECC,1084924.736,6.1932759,1.5177919,13956.33,65893.688,104508.73,2082094.5,25660372,75.153496,917439.38,547.09088
7/12/2007,EAST,6180628.285,6.3309369,1.8671126,53425.871,266460.44,415690.25,8353914,72100576,73.425407,2836145.3,547.09088
7/12/2007,ERCOT,692774.321,6.0338049,1.8609483,8861.0605,32151,56754,1071866,4381923,83.927292,0,547.09088
7/12/2007,WECC,1090443.845,5.867733,1.5177919,14373.704,65287.059,105234.89,2081131.6,25660372,74.22142,917439.38,547.09088
7/13/2007,EAST,5964567.465,6.3281312,1.8671126,49518.484,260239.95,398105.47,8090669.5,72100576,72.554512,2836145.3,547.09088
7/13/2007,ERCOT,647041.999,5.9825492,1.8609483,6089.4004,33158,50382,1006154,4381923,83.27401,0,547.09088
7/13/2007,WECC,1092645.967,5.741086,1.5177919,15583.99,64827.703,108553.16,2111587.3,25660372,74.784775,917439.38,547.09088
7/14/2007,EAST,5606451.904,6.3281312,1.8671126,49465.203,247037.13,379603.03,7652445.5,72100576,72.617882,2836145.3,547.09088
7/14/2007,ERCOT,612496.192,5.9825492,1.8609483,5608.0869,30610,46775,919998,4381923,81.126274,0,547.09088
7/14/2007,WECC,1042379.06,5.741086,1.5177919,13824.229,65353.805,103049.8,2032038.8,25660372,76.701584,917439.38,547.09088
7/15/2007,EAST,5731210.532,6.3281312,1.8671126,55406.398,243667.81,391890.44,7773025.5,72100576,74.723434,2836145.3,547.09088
7/15/2007,ERCOT,611694.603,5.9825492,1.8609483,7336.0586,28997,48708,924860,4381923,80.226402,0,547.09088
7/15/2007,WECC,1026479.406,5.741086,1.5177919,14393.017,63782.918,102638.77,2000523.1,25660372,77.485992,917439.38,547.09088
7/16/2007,EAST,6416747.466,6.4292021,1.8671126,65702.984,262787.59,442498.84,8674298,72100576,75.153221,2836145.3,547.09088
7/16/2007,ERCOT,644028.831,6.0522151,1.8609483,8185.3574,29861,52259,999979,4381923,81.356682,0,547.09088
7/16/2007,WECC,1098817.001,5.8267622,1.5177919,16185.58,65633.602,109998.45,2144247,25660372,76.520157,917439.38,547.09088
7/17/2007,EAST,6586039.086,6.4819961,1.8671126,62526.875,275507.06,447094,8891952,72100576,76.073891,2836145.3,547.09088
7/17/2007,ERCOT,637286.556,6.0672379,1.8609483,7302.7012,30816,50707,988957,4381923,81.070343,0,547.09088
7/17/2007,WECC,1097825.533,5.8124971,1.5177919,14853.142,66625.328,107249.41,2125025.3,25660372,75.227158,917439.38,547.09088
7/18/2007,EAST,6740126.629,6.3554611,1.8671126,64428.809,283763.19,460663.25,9128285,72100576,77.317337,2836145.3,547.09088
7/18/2007,ERCOT,618914.82,5.9944291,1.8609483,6542.2983,29582,47153,944720,4381923,79.990868,0,547.09088
7/18/2007,WECC,1094263.795,5.7410841,1.5177919,14866.566,66353.086,107128.09,2121451.8,25660372,74.694725,917439.38,547.09088
7/19/2007,EAST,6664436.157,6.574101,1.8671126,56175.332,289074.75,444653.91,8987454,72100576,77.161079,2836145.3,547.09088
7/19/2007,ERCOT,622016.341,6.1937342,1.8609483,6378.3306,29417,47891,940838,4381923,79.537148,0,547.09088
7/19/2007,WECC,1080990.429,6.0138149,1.5177919,14897.426,65721.672,106887.47,2103930,25660372,73.883347,917439.38,547.09088
7/20/2007,EAST,6193286.98,6.422574,1.8671126,46950.297,275723.81,407606.75,8318007,72100576,74.269974,2836145.3,547.09088
7/20/2007,ERCOT,617634.038,6.0470638,1.8609483,5017.3511,30439,45010,915576,4381923,79.410561,0,547.09088
7/20/2007,WECC,1053020.615,5.9498281,1.5177919,13811.469,65011.125,103565.66,2051340.5,25660372,73.276619,917439.38,547.09088
7/21/2007,EAST,5585011.461,6.422574,1.8671126,45091.895,246246.13,369093,7474274.5,72100576,71.427132,2836145.3,547.09088
7/21/2007,ERCOT,620596.262,6.0470638,1.8609483,6437.6353,29495,46823,920688,4381923,79.767342,0,547.09088
